gisco_id,name,registered,turnout,invalid,blank,open vld,VLAAMS BELANG,CD&V NVA,GROEN!,sp.a-spirit,Lijst Dedecker,PVDA+,CAP,NP-FN,MR,ECOLO,PS,CDH,FN,CDF,R.W.F.,BELG.UNIE-BUB,PC,PTB+PVDA+,VÉLORUTION,FDB,FN B,PJM,TREFLE,WALLON,Parti Wallon,FORCE NATIONALE,VIVANT,PTB+,DLC,UNIE,MP Education,UMP-B,PLURALIS,GSCD,Belgique Positif,vital
BE_K00099,Izegem,29651,27894,1550,0,3142,4175,10419,1426,4008,2886,143,76,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
BE_K00100,Jodoigne,30037,28015,1251,0,0,188,0,0,0,0,0,0,0,11425,3677,6193,3689,787,95,242,91,109,0,0,0,0,0,0,0,0,89,0,65,0,0,0,0,0,11,103,0
BE_K00101,Kapellen,85496,78375,2516,0,14835,21452,19206,4319,10463,4388,808,268,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00102,Kaprijke,4901,4588,264,0,782,525,1800,248,550,376,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00103,Kontich,92801,85001,2148,0,15375,18688,24382,7091,11893,4305,783,273,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00040,Courtrai,101095,94720,4393,0,16619,13317,32161,5575,12880,8374,685,379,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
BE_K00104,Kruishoutem,11778,11210,485,0,3095,1270,3991,609,958,714,62,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00121,Louvain,136130,124667,4663,0,23513,15601,33974,14169,24550,5678,1268,545,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00114,Liège,125356,107344,4477,0,0,0,0,0,0,0,0,544,0,29110,15911,34230,12305,5010,388,941,0,713,0,0,0,272,0,0,694,0,210,472,1479,0,0,330,258,0,0,0,0
BE_K00106,La Louvière,47721,42751,3623,0,0,0,0,0,0,0,0,99,0,9104,3334,15351,4322,3312,98,426,0,780,0,0,0,129,0,0,249,291,155,106,1250,89,33,0,0,0,0,0,0
BE_K00107,La Roche-en-Ardenne,6907,6589,399,0,0,0,0,0,0,0,0,0,0,2532,632,1087,1547,201,27,49,0,44,0,0,0,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
BE_K00108,Landen,11933,11231,600,0,1912,1641,3319,494,2627,460,62,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00109,Le Roeulx,5801,5374,324,0,0,0,0,0,0,0,0,4,0,1979,511,1327,647,290,13,49,0,103,0,0,0,13,0,0,13,16,17,23,34,5,6,0,0,0,0,0,0
BE_K00110,Lennik,35274,33115,1753,0,5304,5879,12763,1297,2228,1395,0,36,0,767,301,594,372,118,61,19,70,29,66,7,9,17,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00111,Lens,9668,9130,295,0,0,0,0,0,0,0,0,14,0,4407,778,2165,819,403,29,81,0,28,0,0,0,10,0,0,19,15,9,12,35,6,5,0,0,0,0,0,0
BE_K00112,Lessines,13490,12203,990,0,0,0,0,0,0,0,0,27,0,2695,995,4499,1743,677,34,141,0,128,0,0,0,19,0,0,45,38,41,63,54,7,7,0,0,0,0,0,0
BE_K00113,Leuze-en-Hainaut,10121,9165,648,0,0,0,0,0,0,0,0,19,0,2933,700,2229,1913,408,9,91,0,94,0,0,0,13,0,0,10,17,19,30,23,2,7,0,0,0,0,0,0
BE_K00115,Lichtervelde,6579,6288,315,0,827,549,2987,239,675,632,29,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
BE_K00116,Lierre,45480,39531,1506,0,8094,8972,9195,3164,5771,2262,402,116,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00117,Limbourg,19667,17897,1173,0,0,0,0,0,0,0,0,25,0,6130,2213,4041,2923,761,53,157,0,124,0,0,0,50,0,0,40,0,45,85,46,0,0,23,8,0,0,0,0
BE_K00118,Lochristi,25657,24179,865,0,7207,3821,6425,1342,2585,1520,323,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00119,Lokeren,28404,26982,1140,0,7152,5656,6267,1847,3262,1337,216,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00122,Maaseik,38917,37144,1896,0,7461,6875,12461,1145,5690,1149,231,109,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
BE_K00123,Maasmechelen,38061,36308,1741,0,10028,6333,9875,1120,5649,939,323,204,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
BE_K00125,Malmedy,13847,12659,987,0,0,0,0,0,0,0,0,11,0,4906,1160,1514,3288,437,25,79,0,76,0,0,0,38,0,0,31,0,31,39,20,0,0,12,5,0,0,0,0
BE_K00126,Marche-en-Famenne,16305,15012,1163,0,0,0,0,0,0,0,0,0,0,3618,1395,3955,3788,635,51,113,0,118,0,0,0,134,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
BE_K00124,Malines,75633,69282,2364,0,11890,16403,15984,4120,14178,3285,629,335,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00127,Meise,71374,65480,3002,0,10115,12088,16169,3512,5755,2335,0,65,0,6054,1469,2122,1520,445,160,71,219,50,167,29,24,43,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00128,Menin,48336,45132,2698,0,5713,6666,14096,2724,8223,4228,350,198,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
BE_K00129,Merbes-le-Château,15436,14310,1119,0,0,0,0,0,0,0,0,14,0,2842,1040,4111,3306,1115,45,197,0,177,0,0,0,49,0,0,80,62,58,30,45,2,18,0,0,0,0,0,0
BE_K00132,Messines,6017,6400,512,0,1005,737,2447,361,667,584,34,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
BE_K00131,Messancy,15055,13769,1453,0,0,0,0,0,0,0,0,0,0,2629,1501,3210,3810,637,53,145,0,146,0,0,0,163,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
BE_K00133,Meulebeke,15026,14277,832,0,1825,2068,5999,578,1352,1487,68,32,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
BE_K00134,Mol,76898,71642,4069,0,8483,13792,27129,3368,10104,3796,548,268,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00135,Molenbeek-Saint-Jean,96679,81480,3539,0,2717,3817,1979,906,2062,366,0,146,0,20643,7776,19581,11871,2725,367,249,274,249,544,96,99,191,1193,90,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00136,Mons,69877,59692,3868,0,0,0,0,0,0,0,0,225,0,13217,6350,22410,6280,4084,217,722,0,712,0,0,0,161,0,0,223,218,202,149,532,76,46,0,0,0,0,0,0
BE_K00137,Mouscron,34784,32211,3418,0,0,0,0,0,0,0,0,41,0,6042,4020,8715,6239,2233,103,249,0,522,0,0,0,100,0,0,133,88,112,99,58,8,31,0,0,0,0,0,0
BE_K00138,Namur,89075,77794,4321,0,0,0,0,0,0,0,0,0,0,21830,14075,16532,14260,3035,382,1214,299,0,0,0,0,470,0,0,530,0,417,0,429,0,0,0,0,0,0,0,0
BE_K00139,Nandrin,23622,21918,1095,0,0,0,0,0,0,0,0,30,0,7146,3476,6126,2471,768,56,189,0,166,0,0,0,62,0,0,70,0,44,70,99,0,0,16,34,0,0,0,0
BE_K00140,Nassogne,3739,3452,224,0,0,0,0,0,0,0,0,0,0,860,522,778,839,131,19,32,0,20,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
BE_K00141,Nazareth,23155,21740,591,0,7007,2291,6406,1529,2302,1433,131,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00142,Neerpelt,50969,48158,2349,0,5653,7527,16585,1720,11331,1830,908,88,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
BE_K00143,Neufchâteau,15228,14334,923,0,0,0,0,0,0,0,0,0,0,4717,1470,2447,4065,327,93,113,0,87,0,0,0,74,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
BE_K00144,Nevele,23592,22336,1011,0,4139,2172,9706,1758,2171,1186,143,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00145,Nieuport,8998,8222,421,0,1311,1167,2343,341,1031,1499,44,16,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
BE_K00146,Ninove,42076,39388,1777,0,8965,10168,7993,1808,6541,1858,185,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00147,Nivelles,101926,90625,4479,0,0,637,0,0,0,0,0,0,0,36781,12646,17596,11385,3570,364,1212,343,527,0,0,0,0,0,0,0,0,362,0,360,0,0,0,0,0,35,328,0
BE_K00149,Ostende,92365,83700,4155,0,14200,12854,13290,5288,20684,12022,417,211,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
BE_K00209,Oosterzele,45980,43075,1708,0,11515,5680,11346,3675,5761,2922,321,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00148,Oostrozebeke,12734,12113,732,0,1433,1910,5424,408,832,1281,47,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BE_K00013,Audenarde,32742,31002,1244,0,9549,3671,8572,1769,4043,1945,143,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00150,Péruwelz,11569,10512,1013,0,0,0,0,0,0,0,0,14,0,2884,854,3505,1031,736,29,123,0,147,0,0,0,25,0,0,26,26,31,38,19,2,9,0,0,0,0,0,0
BE_K00151,Paliseul,11134,10358,820,0,0,0,0,0,0,0,0,0,0,3068,1119,1979,2562,471,45,104,0,71,0,0,0,103,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
BE_K00152,Peer,41271,39129,1913,0,5060,7070,12922,1470,6924,1429,272,1981,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
BE_K00153,Perwez,19694,18334,709,0,0,57,0,0,0,0,0,0,0,7051,2782,3471,3358,460,60,141,33,72,0,0,0,0,0,0,0,0,57,0,31,0,0,0,0,0,8,44,0
BE_K00154,Philippeville,12134,11255,820,0,0,0,0,0,0,0,0,0,0,3474,1213,2831,1652,724,41,201,24,0,0,0,0,91,0,0,79,0,54,0,51,0,0,0,0,0,0,0,0
BE_K00155,Poperinge,15270,14221,830,0,2550,1552,5526,623,1773,1244,66,28,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
BE_K00156,Puurs,34963,32504,1010,0,4516,6105,12487,2007,4213,1799,223,76,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00158,Riemst,11036,10545,467,0,2154,1431,4801,360,950,269,39,39,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
BE_K00159,Rochefort,9079,8428,561,0,0,0,0,0,0,0,0,0,0,4039,914,1299,1175,242,23,54,13,0,0,0,0,39,0,0,34,0,23,0,12,0,0,0,0,0,0,0,0
BE_K00160,Roulers,60314,56496,2893,0,7080,8409,20842,3049,8073,5563,291,145,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
BE_K00157,Renaix,22840,21129,1779,0,4412,4101,4284,1167,4288,835,160,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00161,Ruiselede,14440,13651,827,0,1801,1663,5938,661,1109,1523,64,40,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BE_K00162,Saint-Gilles,19698,16718,669,0,259,274,155,241,272,33,0,94,0,2959,3177,5496,2024,346,70,40,30,107,146,87,9,21,188,21,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00163,Saint-Hubert,7909,7359,516,0,0,0,0,0,0,0,0,0,0,2486,696,1875,1393,194,75,54,0,42,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
BE_K00164,Saint-Josse,83440,72136,2570,0,1744,1231,1433,584,794,178,0,154,0,27533,10091,10217,12099,1428,557,281,167,197,217,162,48,117,239,95,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00165,Saint-Nicolas,86083,78233,3243,0,7198,10837,13303,3047,9442,2894,442,246,0,6193,2719,13833,2441,1194,101,170,0,157,0,0,0,90,0,0,142,0,62,97,280,0,0,75,27,0,0,0,0
BE_K00169,Sainte-Ode,5155,4847,307,0,0,0,0,0,0,0,0,0,0,1814,328,799,1389,127,15,22,0,20,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BE_K00168,Saint-Vith,21686,19246,2371,0,0,0,0,0,0,0,0,25,0,4352,1854,3992,5074,620,100,12,0,29,0,0,0,38,0,0,37,0,70,585,52,0,0,19,16,0,0,0,0
BE_K00170,Schaerbeek,79466,68101,2720,0,1685,1877,1152,843,1042,237,0,151,0,19319,8910,16567,9168,1707,333,192,171,228,547,129,175,140,617,191,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00171,Seneffe,40863,37178,2363,0,0,0,0,0,0,0,0,55,0,9439,4150,11589,4561,2870,102,539,0,540,0,0,0,95,0,0,217,172,129,97,206,18,36,0,0,0,0,0,0
BE_K00172,Seraing,47727,42235,1984,0,0,0,0,0,0,0,0,84,0,9217,4712,17825,3360,2127,182,374,0,379,0,0,0,141,0,0,278,0,102,140,1148,0,0,55,127,0,0,0,0
BE_K00173,Sint-Gillis-Waas,26971,25446,1137,0,4328,5485,7718,1705,2972,1791,208,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00167,Saint-Trond,42461,39880,2226,0,7725,6718,10596,1501,9064,1644,178,95,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
BE_K00174,Soignies,40423,36643,2295,0,0,0,0,0,0,0,0,65,0,11797,3950,10425,4734,1813,131,371,0,391,0,0,0,74,0,0,115,97,94,96,148,18,29,0,0,0,0,0,0
BE_K00175,Spa,23799,21153,1396,0,0,0,0,0,0,0,0,25,0,7678,2803,4877,2499,965,68,312,0,159,0,0,0,65,0,0,61,0,46,109,50,0,0,28,12,0,0,0,0
BE_K00176,Stavelot,11703,10577,699,0,0,0,0,0,0,0,0,10,0,4061,1304,2164,1678,320,29,137,0,44,0,0,0,19,0,0,28,0,13,32,27,0,0,6,6,0,0,0,0
BE_K00177,Tamise,32292,30097,1195,0,4944,6968,8364,1895,4679,1653,272,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00179,Thuin,25701,23365,1253,0,0,0,0,0,0,0,0,28,0,7722,3104,5654,3098,1238,55,518,0,184,0,0,0,48,0,0,106,99,58,59,108,7,26,0,0,0,0,0,0
BE_K00180,Tielt,28010,26452,1488,0,4374,2922,10932,1165,2875,2396,153,74,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
BE_K00181,Tirlemont,38312,35134,1773,0,6853,5376,7954,2267,8684,1746,232,114,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00182,Tongres,26886,24852,1448,0,6588,3472,6344,958,4828,863,178,64,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
BE_K00183,Torhout,15823,14928,795,0,1794,1649,5335,730,2849,1627,59,38,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
BE_K00184,Tournai,49680,44071,3578,0,0,0,0,0,0,0,0,82,0,13097,5484,12618,5329,1844,222,421,0,617,0,0,0,110,0,0,124,120,107,184,77,19,38,0,0,0,0,0,0
BE_K00185,Turnhout,59250,55217,2491,0,7277,11126,19068,3843,7726,2884,490,246,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00186,Uccle,72530,60887,1938,0,1039,902,709,342,497,166,0,158,0,25071,9729,10047,7219,1413,262,259,137,205,209,152,62,82,232,57,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00187,Verlaine,7135,6522,299,0,0,0,0,0,0,0,0,17,0,1961,1143,1911,718,232,24,55,0,22,0,0,0,12,0,0,35,0,12,28,35,0,0,10,8,0,0,0,0
BE_K00188,Verviers,39847,34286,2663,0,0,0,0,0,0,0,0,53,0,9344,3860,8419,6308,1821,155,355,0,332,0,0,0,213,0,0,118,0,107,156,131,0,0,230,21,0,0,0,0
BE_K00070,Furnes,38642,35318,1738,0,7464,3805,9840,1746,5375,4863,199,84,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
BE_K00189,Vielsalm,8930,8225,718,0,0,0,0,0,0,0,0,0,0,1687,1065,1554,2696,229,41,105,0,50,0,0,0,73,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
BE_K00190,Vilvorde,59439,54013,2377,0,8161,10978,11025,2753,6917,2529,0,123,0,3292,1010,2402,1272,420,179,48,125,64,146,16,70,35,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00191,Virton,17034,15608,1377,0,0,0,0,0,0,0,0,0,0,3315,1867,3637,4129,556,55,400,0,139,0,0,0,116,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
BE_K00192,Visé,16765,15360,739,0,0,0,0,0,0,0,0,26,0,5412,1587,4441,2072,527,49,112,0,36,0,0,0,38,0,0,70,0,21,43,97,0,0,78,12,0,0,0,0
BE_K00193,Vleteren,2827,2670,172,0,439,339,994,124,243,330,12,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
BE_K00067,Fourons,2524,1348,137,0,160,235,642,60,71,23,5,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BE_K00194,Waarschoot,6222,5779,278,0,1142,751,1985,292,801,439,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00195,Walcourt,13224,12186,795,0,0,0,0,0,0,0,0,0,0,3816,1373,3188,1547,867,43,201,37,0,0,0,0,107,0,0,103,0,50,0,59,0,0,0,0,0,0,0,0
BE_K00196,Waremme,36151,33455,2016,0,0,0,0,0,0,0,0,40,0,9717,3620,12273,3643,1087,62,224,0,207,0,0,0,105,0,0,90,0,78,85,162,0,0,23,23,0,0,0,0
BE_K00197,Wavre,97468,87770,3304,0,0,386,0,0,0,0,0,0,0,41083,15213,11723,10991,2064,451,929,280,428,0,0,0,0,0,0,0,0,233,0,237,0,0,0,0,0,105,343,0
BE_K00198,Wellin,5023,4689,279,0,0,0,0,0,0,0,0,0,0,1477,436,974,1205,180,8,52,0,38,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
BE_K00199,Wervik,13549,12677,788,0,1349,1889,4098,630,2728,1016,86,28,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
BE_K00200,Westerlo,49346,46236,2887,0,5559,9379,17808,2193,4580,3209,428,129,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Wetteren,36945,34991,1501,0,8869,5410,8818,2245,4271,3572,198,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00203,Zandhoven,70510,64529,2283,0,11973,15779,19709,4054,6242,3703,542,184,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Zaventem,65450,59127,2142,0,10023,6794,9575,2327,3607,1559,0,77,0,12559,3078,2321,3674,445,272,101,206,45,109,43,57,59,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00205,Zele,26828,25146,1149,0,7390,4452,7120,948,2539,1292,185,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00206,Zomergem,20183,18826,971,0,4368,2543,6391,1274,1894,1171,183,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00207,Zonnebeke,9255,8682,583,0,1348,1058,3120,320,1289,875,29,27,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
BE_K00208,Zottegem,20094,18827,858,0,4284,2457,4596,1192,4257,1040,101,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00105,Léau,16714,15699,913,0,2981,2650,4801,435,2937,826,100,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
