gisco_id,name,registered,turnout,invalid,blank,ΠA.ΣO.K,K.K.E.,ΣYN,ΛΑ.Ο.Σ.,Γυν.Ευρ.,Οικ.Πρασ.,Εν.Κεντρ.,Βεργής,Ελλ.Μετ.,ΜΕΡ.Α.,Δ.Π.Ε.,Αντ.Συμμ.,Πατ.Συμ.,M-Λ KKE,ΔΗΣΟΚ,ΑΣΚΕ,Οραμα,Ευρ.Συμπ,ΟΑΚΚΕ,Ουρ.Τόξο,Οικ.Εναλ.,Χριστ.,N.Δ.
EL_450100,Αθηναίων,576432,317384,7989,0,89302,34229,20568,17049,3721,2644,2148,1658,1425,1017,960,913,774,658,435,220,162,154,139,138,35,3,0
EL_071002,Αγίου Παύλου,5905,4167,134,0,0,609,164,263,32,57,49,20,16,10,46,11,8,23,10,6,6,3,7,5,0,0,1306
EL_070201,Αμπελοκήπων,24372,18003,642,0,5397,2365,653,1434,148,195,189,90,52,39,271,30,44,84,32,29,14,15,12,15,0,0,0
EL_070802,Ελευθερίου - Κορδελιού,15570,11997,343,0,3862,1404,294,1194,101,79,93,51,41,12,313,28,25,88,32,36,16,14,18,12,2,0,0
EL_070801,Ευόσμου,27424,21359,720,0,5987,2567,713,1980,202,193,219,92,47,32,308,25,38,85,40,49,17,13,21,11,2,0,0
EL_070101,Θεσσαλονίκης,258110,176683,4954,0,46820,16450,9186,12692,1894,2964,1642,760,480,352,1649,405,312,538,259,178,108,73,99,104,1,0,0
EL_070700,Καλαμαριάς,48517,36804,1025,0,11907,4563,1878,2505,347,570,378,185,76,49,374,85,52,119,58,39,27,19,26,24,0,0,0
EL_070202,Μενεμένης,10752,8391,245,0,2908,796,257,672,64,101,92,54,16,11,86,19,17,41,29,30,7,6,21,2,0,0,0
EL_071003,Νεαπόλεως,33694,22216,718,0,7675,2249,820,1280,161,220,222,85,47,36,252,22,31,92,56,50,12,14,21,14,0,0,0
EL_071103,Πολίχνης,21465,16714,552,0,4967,2516,597,1187,165,139,141,70,45,26,567,28,37,70,49,35,16,8,10,12,0,3,0
EL_071101,Σταυρουπόλεως,23152,17371,636,0,5587,2109,665,1347,180,155,180,68,32,38,302,31,34,79,40,41,17,22,18,13,35,10,0
EL_071001,Συκεών,27055,18918,554,0,0,2745,847,1373,173,226,202,84,39,38,281,30,19,94,46,35,14,8,8,17,0,0,5789
EL_070102,Τριανδρίας,8664,6754,196,0,1944,914,318,518,80,81,60,36,18,4,50,9,14,25,14,7,7,2,4,5,0,0,0
EL_071102,Ευκαρπίας,4660,3707,102,0,1225,365,89,294,31,33,43,26,2,8,58,2,7,18,9,17,2,5,7,1,0,0,0
EL_071004,Πεύκων,3228,2735,75,0,675,295,160,235,29,92,32,12,6,3,42,4,3,6,3,3,2,0,3,0,0,0,0
EL_520300,Αίγινας,12954,8112,174,0,2456,484,346,326,99,49,47,66,18,8,13,17,10,25,20,23,8,4,8,4,0,0,0
EL_520401,Κυθήρων,6518,2312,41,0,739,158,100,50,17,21,11,12,1,2,8,4,3,2,3,1,1,6,1,2,0,0,0
EL_520702,Μεθάνων,2530,1637,34,0,578,44,52,45,10,7,4,8,5,1,2,0,5,2,3,0,0,1,1,0,0,0,0
EL_510100,Πειραιώς,181606,103863,2672,0,31741,11102,5002,5936,1148,732,832,712,491,200,264,314,298,318,155,105,75,52,77,75,9,0,0
EL_520500,Πόρου,4782,2740,47,0,751,136,92,93,13,16,21,28,2,2,1,2,5,7,4,5,4,0,2,2,1,0,0
EL_520600,Σπετσών,3998,2386,43,0,546,85,70,75,19,20,6,14,4,1,2,2,2,12,4,3,3,3,2,2,0,0,0
EL_520701,Τροιζήνος,5666,4000,51,0,1116,159,93,124,21,12,15,21,12,1,4,9,12,6,9,6,2,3,3,0,0,0,0
EL_520800,Ύδρας,3003,1783,31,0,482,97,64,58,36,9,8,9,6,4,5,1,3,4,3,4,0,2,1,0,0,0,0
EL_520200,Αγκιστρίου,909,612,12,0,187,17,12,25,4,0,2,4,3,0,2,2,1,1,3,1,0,0,2,0,0,0,0
EL_520402,Αντικυθήρων,140,39,0,0,10,4,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
EL_380202,Αγγελοκάστρου,3252,2134,31,0,852,136,49,19,6,7,4,6,1,0,5,1,0,8,4,2,0,0,2,1,0,0,0
EL_380201,Αγρινίου,47292,27071,682,0,9365,3221,931,621,167,156,88,141,28,116,86,39,37,128,48,69,23,7,26,21,1,0,0
EL_380102,Αιτωλικού,7908,4826,112,0,1742,435,137,139,17,16,10,19,9,9,9,6,4,14,6,5,7,0,4,5,0,0,0
EL_380702,Αλυζίας,4526,2347,34,0,869,164,34,84,11,3,4,11,3,6,5,1,0,4,2,2,1,2,1,3,0,0,0
EL_380401,Αμφιλοχίας,13939,7918,122,0,3082,568,177,150,25,27,18,30,8,20,91,8,3,21,13,21,15,3,4,7,0,2,0
EL_380301,Ανακτορίου,8744,5534,121,0,2041,564,123,106,11,8,7,17,5,4,11,5,2,21,7,13,1,1,6,4,0,0,0
EL_380602,Αντιρρίου,2625,1850,36,0,732,131,50,29,9,11,4,12,2,11,16,2,4,8,6,4,2,1,0,1,0,0,0
EL_380603,Αποδοτίας,4613,1579,28,0,561,96,49,38,11,5,7,6,0,1,4,1,2,4,3,5,0,1,0,4,0,0,0
EL_380203,Αρακύνθου,7772,4376,82,0,1446,257,42,70,8,6,7,18,4,34,6,4,3,9,12,12,3,1,1,1,2,0,0
EL_380701,Αστακού,9768,5428,104,0,1799,500,109,108,13,7,20,20,8,15,16,8,16,20,8,13,7,3,4,2,3,0,0
EL_380500,Θέρμου,12154,5908,127,0,2204,312,98,166,21,15,25,25,10,8,11,7,7,14,8,13,10,2,3,3,0,0,0
EL_380204,Θεστιέων,7967,5059,103,0,1838,521,103,73,26,9,12,27,6,16,5,15,5,19,6,10,7,3,5,3,0,0,0
EL_380101,Ιεράς Πόλης Μεσολογγίου,17229,10574,310,0,3754,753,350,213,70,66,38,39,11,14,18,23,12,16,33,24,6,3,5,6,0,0,0
EL_380402,Ινάχου,8919,4972,60,0,2067,300,96,49,17,3,10,18,4,15,39,4,7,8,14,10,19,3,1,4,0,0,0
EL_070115,Κεκροπίας,4642,2748,53,0,1023,130,77,57,20,3,5,10,4,6,8,2,1,7,5,3,3,0,2,2,0,0,0
EL_380205,Μακρυνείας,5967,3816,59,0,1264,241,52,63,9,1,29,10,4,35,6,5,3,10,3,3,6,1,2,4,0,0,0
EL_380302,Μεδεώνος,6442,3330,45,0,1255,157,60,87,12,6,12,12,3,8,11,6,8,5,8,9,1,2,1,1,0,0,0
EL_380403,Μενιδίου,3283,1798,34,0,652,73,41,26,8,0,3,6,0,9,6,5,6,5,9,2,2,1,0,1,0,0,0
EL_380601,Ναυπάκτου,16131,9582,217,0,3278,612,279,209,52,40,35,62,22,27,15,8,15,17,11,16,10,5,6,7,0,0,0
EL_380103,Οινιάδων,11029,6644,121,0,2145,532,170,143,15,15,25,33,11,9,6,7,11,19,5,10,7,0,2,3,0,0,0
EL_380207,Παναιτωλικού,2119,1332,23,0,485,60,19,22,2,1,4,8,4,4,2,2,1,1,2,1,1,1,1,0,0,0,0
EL_380208,Παραβόλας,5733,3449,49,0,1374,228,56,34,11,3,4,20,2,38,6,0,1,8,7,6,8,0,0,3,1,0,0
EL_380209,Παρακαμπυλίων,5098,2499,46,0,938,82,29,44,10,5,6,12,0,4,12,2,0,4,6,9,4,2,3,0,1,0,0
EL_380604,Πλατάνου,4893,1101,14,0,372,71,41,24,6,1,9,7,3,2,3,3,0,4,4,2,1,1,0,1,0,0,0
EL_380605,Πυλλήνης,3099,1529,25,0,604,69,23,25,5,1,8,6,2,1,2,2,2,4,6,3,2,0,0,0,0,0,0
EL_380210,Στράτου,7160,4586,77,0,1871,380,54,64,11,17,3,14,2,6,19,7,2,14,2,10,1,0,2,2,0,0,0
EL_380703,Φυτειών,3415,2167,33,0,919,157,41,44,7,9,6,5,2,0,9,0,0,6,1,1,1,1,1,0,0,0,0
EL_380606,Χάλκειας,4576,2471,52,0,1028,140,54,58,10,3,6,14,2,12,9,3,7,8,2,1,1,0,0,1,0,0,0
EL_410201,Άργους,25847,15274,333,0,4951,788,536,487,80,90,74,94,23,28,100,25,59,31,21,29,17,10,4,11,0,0,0
EL_410102,Ασίνης,5006,3531,70,0,1056,109,73,149,14,13,12,20,1,2,5,2,23,6,6,4,4,3,2,2,0,0,0
EL_410301,Ασκληπιείου,5057,3320,56,0,1135,101,84,119,11,8,8,19,6,3,8,9,20,8,9,9,3,1,2,0,0,0,0
EL_410302,Επιδαύρου,4083,2675,53,0,754,86,77,77,12,6,3,15,4,9,3,6,10,1,2,2,5,2,3,1,0,0,0
EL_410402,Ερμιόνης,4105,2871,51,0,927,179,102,85,5,12,15,14,6,3,1,5,9,7,4,2,5,1,3,0,0,0,0
EL_410204,Κουτσοποδίου,3592,2541,40,0,753,87,39,71,7,2,2,11,6,0,9,0,4,4,4,6,5,1,1,1,0,0,0
EL_410401,Κρανιδίου,8480,5661,99,0,1903,426,175,128,21,22,17,26,14,5,11,6,13,23,10,7,3,4,3,6,0,0,0
EL_410205,Λέρνας,2571,1840,31,0,745,74,46,42,4,4,4,2,2,0,11,1,15,2,6,5,0,2,2,2,0,0,0
EL_410206,Λυρκείας,4549,2678,46,0,830,134,47,62,10,6,6,16,7,3,12,6,13,11,7,4,0,1,3,1,0,0,0
EL_410103,Μιδέας,6667,4615,72,0,1840,385,113,84,18,21,12,24,8,5,10,7,19,16,11,11,2,2,2,3,2,0,0
EL_410207,Μυκηναίων,4835,3213,49,0,1204,238,167,73,6,5,9,18,5,2,17,2,15,6,8,5,5,2,5,0,0,0,0
EL_410208,Νέας Κίου,2405,1802,34,0,0,217,41,37,7,6,3,15,0,0,5,3,5,4,2,1,0,0,3,2,0,0,664
EL_410104,Νέας Τίρυνθας,3355,2446,44,0,942,118,50,38,10,14,14,9,1,3,8,0,3,8,1,11,2,1,1,1,0,0,0
EL_410101,Ναυπλίέων,13713,9185,214,0,2572,658,398,351,70,110,58,55,23,25,23,15,55,27,20,19,6,2,3,7,0,0,42
EL_410202,Αλέας,1647,701,14,0,262,12,10,18,0,0,4,5,1,0,0,1,0,1,1,3,1,1,0,0,0,0,0
EL_410203,Αχλαδοκάμπου,1228,511,7,0,120,18,6,6,0,1,1,4,0,0,2,0,3,0,0,1,2,1,0,0,0,0,0
EL_400102,Βαλτετσίου,4168,1729,23,0,618,90,31,32,6,3,6,11,5,3,1,0,13,6,2,3,2,2,2,0,0,0,0
EL_400200,Βόρειας Κυνουρίας,15587,9075,203,0,2986,489,301,208,32,38,50,49,15,21,33,18,17,23,25,20,20,10,3,10,1,0,0
EL_400302,Βυτίνας,3084,1430,36,0,480,82,52,57,20,6,11,7,1,3,1,1,9,4,4,4,3,2,1,0,0,0,0
EL_400402,Γόρτυνος,2054,1046,11,0,357,123,46,29,3,4,5,7,1,3,3,0,3,4,1,2,0,2,0,2,0,0,0
EL_400301,Δημητσάνης,2443,1153,21,0,419,68,45,38,6,4,4,8,1,5,1,5,0,4,1,4,4,2,0,0,0,0,0
EL_400303,Ηραίας,4057,1762,17,0,683,86,38,57,1,6,8,9,3,1,7,7,1,9,1,4,0,3,0,3,0,0,0
EL_400304,Κλείτορος (Πελοποννησου),4280,1853,25,0,652,166,42,64,8,3,1,11,4,9,7,4,6,4,4,3,2,1,1,2,0,0,0
EL_400305,Κοντοβαζαίνης,3976,1484,21,0,494,122,44,31,9,4,5,8,2,8,17,6,3,9,7,4,2,1,3,0,0,0,0
EL_400103,Κορυθίου,3572,2064,31,0,710,118,67,57,11,5,3,13,4,1,2,3,5,4,4,1,4,2,0,3,0,0,0
EL_400306,Λαγκαδίων,3365,1423,20,0,484,65,125,28,7,4,4,4,2,6,12,5,3,5,2,2,1,0,0,0,0,0,0
EL_400104,Λεβιδίου,9493,3272,68,0,1303,163,118,73,21,6,11,19,5,5,17,5,10,8,4,7,3,5,1,4,0,0,0
EL_400501,Λεωνιδίου,8220,3876,65,0,977,211,115,102,6,9,14,18,7,6,4,6,2,10,5,4,1,4,1,1,0,0,0
EL_400105,Μαντινείας,8041,2579,58,0,937,141,61,70,13,9,13,29,5,6,12,6,3,9,12,12,5,5,3,5,0,0,0
EL_400401,Μεγαλόπολης,10089,5494,110,0,1903,555,193,167,26,18,26,34,8,11,15,5,14,21,8,5,3,6,7,2,0,0,0
EL_400106,Σκιρίτιδας,3370,1585,46,0,539,113,63,36,4,5,7,7,4,2,4,0,2,8,5,1,1,2,0,1,0,0,0
EL_400107,Τεγέας,6377,3259,90,0,1021,181,113,100,14,17,13,23,8,5,10,5,7,10,5,7,3,3,1,7,0,0,0
EL_400307,Τρικολώνων,1714,904,19,0,343,75,46,24,9,1,3,4,1,0,6,3,0,1,2,2,2,0,0,0,0,0,0
EL_400101,Τρίπολης,23448,15022,380,0,4847,943,708,638,164,92,80,81,35,25,33,21,55,27,26,26,12,7,9,13,0,0,0
EL_400308,Τροπαίων,6890,3858,93,0,1476,357,103,73,19,9,11,21,13,15,4,9,6,10,6,8,6,1,3,1,0,0,0
EL_400503,Τυρού,2372,1452,25,0,472,51,45,34,1,5,3,8,2,5,7,3,0,5,2,1,2,0,1,0,0,0,0
EL_400403,Φαλαισίας,6786,2230,27,0,704,114,56,135,5,4,3,2,7,1,3,5,3,9,4,1,2,0,5,1,0,0,0
EL_400108,Φαλάνθου,2433,1173,19,0,463,54,39,40,1,4,5,5,4,4,3,6,2,2,2,4,1,1,0,1,0,0,0
EL_400502,Κοσμά,1295,376,14,0,98,57,13,11,1,1,5,1,0,2,0,0,0,3,0,2,0,0,1,0,0,0,0
EL_190302,Αγνάντων,5115,2855,54,0,1105,207,94,53,26,3,6,22,1,2,4,4,1,10,5,7,6,8,1,1,0,0,0
EL_190301,Αθαμανίας,8266,4380,88,0,1356,260,82,94,33,7,10,22,6,6,8,7,1,9,14,5,4,2,4,1,0,0,0
EL_190102,Αμβρακικού,5617,3683,90,0,1280,558,113,45,18,11,11,23,3,5,19,1,4,17,7,4,13,1,5,2,0,0,0
EL_190402,Αράχθου,6557,4170,79,0,1216,193,107,79,22,13,12,27,5,4,5,9,4,11,8,6,8,2,1,1,0,0,0
EL_190101,Αρταίων,19497,12648,335,0,3924,1167,663,246,301,78,44,71,15,40,38,32,10,40,21,24,18,12,10,9,0,0,0
EL_190103,Βλαχερνών,3687,2654,42,0,691,146,55,43,23,4,5,7,1,3,10,5,5,4,1,4,5,1,0,1,0,0,0
EL_190202,Γεωργίου Καραϊσκάκη,4145,2434,42,0,817,154,50,38,11,5,9,9,1,6,3,0,1,10,8,6,3,0,3,2,0,0,0
EL_190201,Ηρακλείας (Ηπειρου),18226,10871,297,0,3234,499,211,351,39,42,34,39,18,21,81,16,14,31,35,27,15,15,15,8,0,0,0
EL_190404,Κομποτίου,3729,2421,68,0,681,227,95,53,13,5,7,18,0,2,5,4,4,6,5,3,3,0,1,1,0,0,0
EL_190104,Ξηροβουνίου,5048,3231,48,0,1057,254,107,47,25,12,11,15,5,3,6,6,2,17,13,9,10,4,6,0,0,0,0
EL_190401,Πέτα,4663,3069,54,0,1074,319,97,49,26,10,5,8,2,4,5,2,3,9,7,5,4,3,0,0,0,0,0
EL_190203,Τετραφυλίας,5104,2561,46,0,854,112,46,30,15,6,7,10,4,1,3,2,2,3,4,5,0,1,0,0,0,0,0
EL_190105,Φιλοθέης (Ηπειρου),6638,4211,69,0,720,165,303,187,56,47,29,8,15,6,13,11,5,3,1,0,0,1,4,3,0,0,0
EL_190303,Θεοδωριάνων,1261,579,14,0,184,55,13,5,5,2,1,3,1,2,1,0,2,1,2,0,0,1,2,1,0,0,0
EL_190403,Κομμένου,759,522,7,0,181,20,14,13,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
EL_190304,Μελισσουργών,849,370,8,0,0,79,45,2,15,1,1,1,0,1,1,1,0,2,1,2,0,0,0,0,0,0,97
EL_490301,Αγίου Στεφάνου,4921,3850,186,0,1214,435,266,167,41,29,25,22,7,5,18,3,4,13,3,3,3,2,2,0,0,0,0
EL_500501,Άνω Λιοσίων,21615,14110,495,0,0,1967,447,734,118,85,131,121,43,28,147,39,32,101,43,33,29,19,20,11,0,0,4548
EL_491202,Αρτέμιδος,10289,7474,182,0,2544,871,303,407,71,44,39,45,21,7,9,10,10,31,23,14,7,5,5,4,0,0,0
EL_500200,Ασπροπύργου,21308,13468,435,0,0,1574,326,711,82,64,94,91,38,19,1224,10,25,146,43,58,18,15,24,12,0,0,4166
EL_491302,Αυλώνος (Αττικης),6497,4270,98,0,25,330,108,112,20,22,19,23,10,3,10,10,8,9,9,10,1,0,6,3,0,0,1579
EL_490101,Αχαρνών,54881,35542,1070,0,0,4505,1129,2033,311,202,245,263,107,62,2079,54,60,235,100,113,34,27,61,24,0,0,10672
EL_490202,Βάρης,6306,4668,82,0,1266,411,217,222,38,39,22,26,14,12,11,9,6,16,7,3,1,1,1,0,0,0,0
EL_500302,Βιλίων,3885,2403,42,0,721,207,157,94,20,12,18,10,4,3,4,3,3,9,0,3,2,2,2,4,0,0,0
EL_490201,Βούλας,15472,10349,176,0,2478,694,677,505,119,130,48,54,53,19,23,11,9,8,6,4,3,5,6,4,3,0,0
EL_490203,Βουλιαγμένης,5802,3709,69,0,841,273,212,169,35,39,14,18,9,7,2,5,5,6,3,3,2,1,2,2,0,0,0
EL_490901,Γέρακα,9301,6964,177,0,2427,806,339,339,64,51,68,60,18,8,13,15,8,23,16,14,8,7,3,4,0,0,0
EL_490802,Γλυκών Νερών,5330,3828,106,0,0,490,209,234,36,28,19,29,12,9,4,13,9,8,30,8,3,3,1,4,0,0,1260
EL_500101,Ελευσίνος,20533,13967,417,0,4515,1856,741,645,102,85,101,109,38,22,139,22,24,57,19,30,18,14,17,14,0,0,0
EL_500303,Ερυθρών,3738,2366,66,0,784,243,145,114,22,20,10,6,3,5,1,6,5,11,5,2,0,0,3,1,0,0,0
EL_500502,Ζεφυρίου,5377,3809,149,0,0,615,160,177,23,25,23,28,8,15,6,4,8,20,10,6,5,6,1,2,0,0,1165
EL_491101,Καλυβίων Θορικού,6004,4380,82,0,1392,448,249,190,33,27,20,28,8,6,7,11,18,7,9,9,1,4,2,3,0,0,0
EL_490503,Κερατέας,8328,5807,154,0,1681,371,215,276,39,24,22,33,8,9,13,11,6,23,8,10,2,2,6,7,0,0,0
EL_490400,Κρωπίας,16418,11382,282,0,3045,787,436,515,99,58,61,70,45,14,49,25,27,17,32,23,17,12,9,11,3,1,0
EL_490501,Λαυρεωτικής,9199,6702,225,0,0,805,301,206,49,37,33,53,25,14,18,9,14,27,14,17,3,6,7,4,0,0,2382
EL_500301,Μάνδρας,8707,5842,147,0,2158,486,177,302,44,20,31,37,13,8,32,6,12,41,10,17,9,7,7,2,0,0,0
EL_490601,Μαραθώνος,5999,4133,100,0,990,309,117,219,23,16,12,16,11,3,5,9,5,7,8,7,4,7,5,1,0,0,0
EL_490700,Μαρκοπούλου Μεσογαίας,9546,6847,125,0,2160,454,276,351,63,37,31,29,9,17,8,7,12,5,13,9,0,1,3,1,0,0,0
EL_500401,Μεγαρέων,20799,12668,290,0,4330,724,428,807,68,46,83,67,28,12,32,15,32,27,18,30,16,13,8,6,0,0,0
EL_490604,Νέας Μάκρης,10809,7749,153,0,2304,646,420,272,63,58,32,40,18,11,21,22,4,22,9,13,2,2,6,3,0,0,0
EL_500402,Νέας Περάμου,5678,4213,115,0,0,334,161,252,36,14,24,30,8,9,6,7,5,12,15,7,7,0,3,3,0,0,1575
EL_490801,Παιανίας,9303,6989,136,0,1832,559,299,384,46,45,41,37,18,9,12,6,7,16,23,7,6,6,2,4,0,0,0
EL_490903,Παλλήνης (Αττικης),5223,3803,112,0,1161,180,103,127,24,28,29,6,18,3,17,7,10,6,13,6,2,0,0,2,0,0,0
EL_491001,Ραφήνας,7009,5284,130,0,1327,721,305,254,50,37,21,30,18,14,11,9,16,16,15,10,1,0,6,5,0,0,0
EL_491201,Σπάτων - Λούτσας,7810,5477,99,0,1376,310,195,341,33,33,37,21,18,6,17,11,13,16,16,2,4,13,2,3,0,0,0
EL_500503,Φυλής,2692,1879,66,0,555,144,40,116,18,6,17,18,6,3,3,1,5,5,4,1,3,1,3,2,0,0,0
EL_491301,Ωρωπίων,5476,4198,105,0,1441,298,146,116,21,13,12,20,6,7,15,13,6,11,6,10,7,1,4,4,0,0,0
EL_490502,Αγίου Κωνσταντίνου (Αττικης),551,433,27,0,0,52,25,6,3,4,4,4,1,2,0,1,0,3,2,0,1,0,0,0,0,0,127
EL_491102,Αναβύσσου,3479,2755,63,0,848,162,97,80,24,10,10,14,8,2,3,4,7,3,3,3,0,2,0,4,0,0,0
EL_490902,Ανθούσας,1385,1064,24,0,295,138,57,63,5,10,9,7,4,1,2,2,2,2,2,1,1,2,1,1,0,0,0
EL_490302,Ανοίξεως,2916,2262,51,0,691,186,157,101,39,23,11,16,8,7,7,7,0,7,2,1,1,0,1,1,0,0,0
EL_491303,Αφιδνών,1789,1337,30,0,345,84,86,49,11,11,7,9,3,2,6,1,3,3,5,4,0,2,0,1,0,0,0
EL_490602,Βαρνάβα,1483,1083,21,0,286,189,39,48,13,3,3,5,3,2,6,1,0,3,1,5,2,0,1,0,0,0,0
EL_490603,Γραμματικού,1517,1159,34,0,373,73,27,49,15,6,7,6,0,0,7,4,4,2,3,3,1,4,2,1,0,0,0
EL_490303,Διονύσου,2835,2024,48,0,507,116,178,90,42,30,5,7,9,4,10,2,2,5,2,3,0,2,2,0,0,0,0
EL_490304,Δροσιάς,2772,2014,39,0,523,149,195,81,29,31,13,4,3,7,13,2,4,3,1,2,1,0,3,0,0,0,0
EL_490102,Θρακομακεδόνων,3054,2305,38,0,584,181,207,126,43,22,13,9,10,3,22,5,1,6,2,1,0,0,1,1,0,0,0
EL_491304,Καλάμου (Αττικης),996,341,11,0,0,46,5,5,4,7,1,0,0,2,0,1,0,1,2,0,0,0,0,1,0,0,98
EL_491305,Καπανδριτίου,2215,1500,44,0,403,151,89,83,8,11,12,5,11,1,4,5,0,4,3,4,1,2,0,2,0,0,0
EL_491103,Κουβαρά,1454,1062,26,0,325,46,36,49,5,5,4,9,4,0,4,1,4,2,2,4,1,1,0,0,0,0,0
EL_490305,Κρυονερίου,1836,1422,33,0,456,201,84,71,14,11,8,4,7,2,5,4,1,6,0,2,0,0,1,1,0,0,0
EL_500102,Μαγούλας,2680,2006,48,0,0,256,65,112,14,7,19,14,4,5,97,4,0,23,2,7,1,2,5,0,0,0,640
EL_491306,Μαλακάσης,1101,837,15,0,301,64,25,34,1,4,6,6,6,4,2,0,1,5,3,0,1,1,2,1,0,0,0
EL_491307,Μαρκοπούλου Ωρωπού,1922,1409,42,0,404,118,42,40,13,4,6,11,3,1,6,3,2,0,0,1,2,1,0,0,0,0,0
EL_500304,Οινόης,700,523,13,0,0,61,20,30,3,4,3,1,1,1,0,1,4,2,3,0,0,1,2,0,0,0,177
EL_491104,Παλαιάς Φωκαίας,1860,1514,35,0,476,124,64,65,6,5,7,11,4,1,0,2,7,4,1,5,0,0,1,1,0,0,0
EL_491002,Πικερμίου,1520,1179,26,0,282,104,73,61,8,12,7,5,3,0,5,3,1,2,0,0,0,0,1,0,0,0,0
EL_491308,Πολυδενδρίου,873,724,17,0,234,70,43,42,15,1,11,4,2,2,1,4,0,2,2,2,0,0,0,2,0,0,0
EL_490306,Ροδοπόλεως,1355,1081,28,0,318,71,48,60,9,5,5,8,5,1,5,2,7,4,0,3,0,0,1,0,0,0,0
EL_491105,Σαρωνίδος,1301,967,22,0,205,61,63,57,15,9,7,3,8,2,4,2,3,0,0,1,1,1,0,1,0,0,0
EL_490307,Σταμάτας,1565,1179,20,0,262,94,65,65,5,5,7,6,9,3,5,1,1,3,1,0,2,1,0,0,1,0,0
