gisco_id,name,registered,turnout,invalid,blank,A-HSP,BM365,Deblokirajmo Hrvatsku,NHR-HSP,DSS,Hrast-HKS-HSP AS-UHD,HBPS,HDS,HDZ,HNS-LD,HSS-GLAS-IDS-HSU-PGS-Demokrati-Laburisti,HSLS,HSR,Kolakušić,MVH,Most,Možemo!-NL-OraH,NS-R,P-UK,Petir,PMH,RF-SRP,SDSS,SSH,SH,SNAGA,SDP,START,SHZ,ZSZ,ZL,ŽZ
HR_01520,Hum na Sutli,4086,808,31,0,1,12,0,14,0,20,2,10,169,15,16,5,2,65,5,21,1,9,2,51,3,1,2,1,0,2,247,17,0,4,3,77
HR_01538,Hvar,4175,964,19,0,3,6,4,51,2,79,3,12,243,17,31,2,0,96,1,45,18,1,25,19,1,2,2,0,0,1,215,18,2,0,2,44
HR_01546,Ilok,5361,1454,46,0,20,13,3,39,4,212,8,14,510,14,28,12,3,57,1,82,2,7,7,53,2,2,50,0,1,1,136,16,1,1,9,100
HR_01554,Imotski,8850,2726,81,0,12,14,7,483,0,304,8,33,1089,34,14,6,2,126,5,189,2,1,12,94,5,3,18,0,1,0,108,3,1,0,5,66
HR_HRZZIN,India,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
HR_HRZZID,Indonesia,11,11,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0
HR_HRZZIE,Ireland,53,53,1,0,0,0,0,2,0,1,0,0,1,1,4,0,0,7,0,3,6,0,2,2,0,0,1,0,0,1,9,0,0,0,0,12
HR_HRZZIT,Italy,201,201,1,0,1,3,0,9,0,25,0,2,50,1,7,0,1,4,0,17,7,0,5,37,0,2,0,0,0,0,15,6,0,0,2,6
HR_01562,Ivanec,11338,2828,111,0,11,10,7,45,2,88,2,13,468,498,59,8,2,178,3,63,16,363,9,39,11,8,2,3,1,8,546,56,3,9,6,180
HR_01589,Ivanic-Grad,12246,3363,75,0,15,56,10,61,2,243,7,24,553,192,108,20,5,351,2,94,38,21,40,267,13,6,15,1,5,4,777,71,2,3,42,240
HR_01597,Ivankovo,6372,1559,32,0,10,10,6,87,1,346,1,14,445,9,28,4,1,115,3,63,4,4,6,79,3,1,1,2,1,5,141,13,0,1,4,119
HR_01619,Ivanska,2252,600,22,0,4,5,3,26,1,48,1,5,95,18,28,46,0,40,1,36,3,3,0,49,1,0,6,1,0,0,83,3,1,1,20,50
HR_HRZZIL,Israel,12,12,0,0,0,1,0,1,0,3,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HR_06092,Jagodnjak,1446,420,12,0,2,1,0,1,3,7,1,1,12,9,3,0,0,4,0,6,0,4,0,1,0,1,315,0,0,0,15,1,0,0,1,20
HR_01635,Jakovlje,3210,729,17,0,5,37,4,22,0,44,4,7,156,13,32,3,0,59,1,28,7,3,10,36,2,2,0,0,3,4,143,9,2,3,4,69
HR_01643,Jaksic,3300,1076,34,0,5,13,6,59,1,104,2,8,338,4,38,4,1,83,3,66,1,2,2,72,4,1,8,0,2,1,135,7,0,1,2,69
HR_01651,Jalzabet,2643,806,28,0,6,4,2,6,0,74,1,5,267,16,21,3,1,30,2,23,0,89,13,11,4,1,1,1,1,1,91,6,4,2,5,87
HR_05991,Janjina,575,206,4,0,2,1,1,10,0,17,1,3,64,2,2,1,0,13,1,5,4,0,1,10,1,0,0,0,0,0,49,6,0,0,1,7
HR_HRZZJP,Japan,17,17,0,0,0,1,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1
HR_01660,Jarmina,2005,520,19,0,3,5,4,19,1,68,0,7,210,0,3,1,0,37,2,22,2,0,0,16,6,1,2,0,0,1,45,7,0,0,0,39
HR_01678,Jasenice,1492,465,14,0,0,2,2,16,0,45,0,7,219,15,1,2,0,14,0,45,0,1,0,17,1,0,16,0,1,2,26,1,0,0,2,16
HR_01686,Jasenovac,1649,754,37,0,11,8,7,46,1,44,1,7,356,7,8,4,1,28,2,18,4,1,2,56,3,2,12,0,0,2,53,4,1,1,4,23
HR_01694,Jastrebarsko,13745,4396,183,0,23,134,19,161,3,404,9,46,957,33,111,3,4,346,3,154,44,8,41,304,14,8,8,0,1,13,901,64,5,4,103,285
HR_01708,Jelenje,4538,1157,51,0,7,11,9,27,0,65,3,10,166,7,108,1,1,114,2,52,5,6,22,25,5,4,1,0,2,11,270,41,4,1,8,118
HR_01716,Jelsa,3492,1207,38,0,6,2,5,76,2,82,2,15,332,30,75,2,1,114,0,66,12,2,14,21,0,3,2,0,2,4,235,18,0,1,8,37
HR_05525,Jesenje,1254,385,24,0,6,7,1,5,0,15,2,7,91,28,10,0,1,38,1,7,2,10,6,20,1,1,0,0,0,1,80,4,1,2,1,13
HR_01724,Josipdol,3059,940,39,0,13,9,4,25,5,128,3,15,358,38,8,1,0,34,2,41,0,3,6,29,2,1,18,0,0,1,106,11,0,0,2,38
HR_HRZZZA,South Africa,20,20,1,0,0,0,0,3,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
HR_01732,Kali,1723,424,7,0,2,0,0,5,0,74,1,3,85,8,13,1,0,31,0,16,10,2,1,11,2,0,1,0,1,2,102,14,0,0,2,30
HR_05592,Kalinovac,1218,427,14,0,4,13,1,5,0,15,0,9,164,5,18,4,0,12,1,16,0,1,0,7,0,0,0,0,2,7,101,5,0,0,4,19
HR_05606,Kalnik,1073,430,17,0,1,5,0,2,0,7,4,7,99,0,19,0,1,5,1,3,0,0,3,21,2,0,0,0,0,0,197,2,0,0,2,32
HR_06238,Kamanje,752,242,8,0,0,4,0,4,0,5,0,2,39,0,6,0,0,12,0,5,2,4,0,7,2,0,0,0,0,0,122,1,0,0,0,19
HR_HRZZCA,Canada,200,200,2,0,0,1,0,69,0,70,0,2,20,0,0,0,0,9,0,9,3,0,0,2,0,0,2,0,0,0,7,2,0,0,1,1
HR_01759,Kanfanar,1341,398,17,0,0,0,2,7,0,8,0,2,23,5,167,24,0,24,1,15,5,0,2,12,0,1,4,0,2,1,44,3,1,0,6,22
HR_01767,Kapela,2392,620,13,0,6,14,5,16,0,43,2,10,166,12,30,26,2,31,0,24,1,1,0,24,0,0,2,2,0,1,115,3,3,0,4,64
HR_01775,Kaptol,2847,843,37,0,5,5,3,23,0,73,7,16,282,15,27,3,0,48,0,44,1,2,1,45,6,0,1,0,1,3,84,5,1,0,2,103
HR_01783,Karlobag,929,352,7,0,6,4,0,32,0,43,2,3,167,1,5,1,0,19,3,10,0,1,2,2,2,0,1,0,0,0,24,9,1,1,2,4
HR_01791,Karlovac,47208,15486,364,0,70,176,55,388,34,1438,27,125,4391,132,428,38,8,1159,14,436,272,38,134,742,21,44,502,3,9,30,2898,361,16,11,78,1044
HR_05967,Karojba,1215,366,12,0,1,1,3,8,0,25,2,5,56,4,146,0,0,20,0,11,0,3,2,7,2,0,0,0,0,0,27,4,1,0,5,21
HR_01805,Kastav,9225,2484,55,0,3,19,14,72,8,153,2,12,296,11,200,6,1,242,3,86,57,25,68,54,6,9,67,0,0,32,689,108,1,1,18,166
HR_HRZZQA,Qatar,14,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,3
HR_01813,Kastela,35633,8125,201,0,26,28,22,822,5,1051,12,77,2152,67,58,37,1,650,7,631,46,12,154,413,18,16,25,6,5,23,1044,78,9,1,26,402
HR_05975,Kaštelir-Labinci - Castelliere-S. Domenica,1293,288,4,0,1,2,0,1,3,8,0,2,29,3,125,0,0,20,0,6,1,0,2,6,1,3,2,0,0,1,34,2,0,0,2,30
HR_01830,Kijevo,331,123,3,0,0,3,0,11,0,20,1,1,54,0,0,0,0,5,0,11,0,0,1,5,1,0,0,0,0,0,3,1,0,0,0,3
HR_HRZZCN,China,7,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
HR_01848,Kistanje,2584,1051,36,0,5,5,1,37,9,31,1,45,154,1,3,0,0,4,3,6,0,1,1,10,3,2,643,1,0,1,37,0,1,0,0,10
HR_01856,Klakar,1879,522,19,0,2,1,2,35,0,33,0,4,234,2,7,2,1,24,0,26,4,0,3,27,2,0,1,0,0,0,40,4,0,0,3,46
HR_01864,Klana,1604,501,25,0,5,6,1,19,0,27,1,4,55,1,56,0,2,36,1,17,3,1,4,12,0,1,2,0,0,3,167,13,0,0,7,32
HR_01872,Klanjec,2409,656,16,0,3,9,3,14,0,32,1,6,122,15,21,47,3,48,4,21,10,0,3,23,3,1,4,2,1,0,188,7,1,1,1,46
HR_01899,Klenovnik,1637,431,16,0,0,1,1,3,0,11,0,7,98,73,9,2,0,18,1,9,3,73,0,8,2,0,0,0,1,0,45,8,0,0,0,42
HR_01902,Klinca Sela,4449,1238,33,0,11,30,3,45,1,144,0,21,268,17,60,2,0,88,1,53,12,1,16,75,3,0,1,1,10,0,238,25,0,2,3,74
HR_01929,Klis,4208,1383,44,0,5,14,2,108,0,105,4,26,466,20,15,19,0,73,3,131,5,6,13,93,4,4,5,0,1,3,144,11,2,0,3,54
HR_01937,Klostar Ivanic,5267,1266,39,0,2,21,7,41,0,104,3,21,218,43,37,1,4,100,1,48,5,3,5,161,1,1,3,0,0,0,260,22,2,2,9,102
HR_01945,Klostar Podravski,2479,765,35,0,6,6,3,12,0,33,3,10,308,10,36,6,2,40,2,15,4,3,2,40,1,1,2,0,0,0,119,2,1,1,3,59
HR_01953,Knezevi Vinogradi,3495,759,43,0,3,2,3,17,3,42,3,9,190,3,4,2,3,53,1,15,2,2,2,15,1,1,162,0,1,0,89,7,0,0,5,76
HR_01961,Knin,12240,3493,115,0,20,43,10,145,14,332,5,31,1028,57,28,6,1,161,4,152,23,6,15,79,5,5,800,3,0,3,218,29,4,0,3,148
HR_06220,Kolan,770,219,7,0,1,2,0,31,0,26,0,0,50,0,7,0,0,17,0,4,0,0,3,35,0,0,0,0,0,1,23,7,0,0,0,5
HR_01970,Komiža,1590,405,14,0,7,4,0,23,0,21,3,3,88,30,8,0,1,40,0,16,8,1,4,5,3,3,4,0,0,0,102,6,0,0,3,8
HR_01988,Konavle,7335,2527,103,0,10,12,8,79,4,229,3,21,947,38,106,4,1,139,5,209,24,8,24,59,10,1,3,1,1,5,284,36,2,4,9,138
HR_02003,Konjscina,3011,1081,34,0,4,19,1,16,0,27,0,5,240,23,69,4,2,85,1,32,37,8,1,31,6,2,5,1,1,4,285,15,2,8,10,103
HR_01996,Koncanica,1873,415,19,0,9,8,3,10,2,10,1,7,106,1,30,7,0,21,1,9,0,2,2,15,0,0,16,1,0,0,85,11,1,0,4,34
HR_02011,Koprivnica,26273,7821,165,0,68,74,25,161,8,468,6,74,1300,228,249,59,10,624,4,292,101,36,107,252,20,25,39,4,6,29,2625,179,5,7,97,474
HR_02020,Koprivnicki Bregi,1838,469,19,0,3,20,0,5,0,48,0,5,90,13,14,3,2,25,1,16,3,0,2,24,1,0,0,0,1,0,106,5,0,1,30,32
HR_02038,Koprivnicki Ivanec,1760,449,10,0,4,3,0,11,0,21,0,6,128,7,33,7,0,29,0,15,4,3,4,26,0,0,2,1,0,0,86,2,0,0,19,28
HR_02046,Korčula,5070,1803,85,0,11,7,3,74,0,231,3,17,560,13,28,6,1,70,3,81,48,3,21,30,4,5,5,0,2,5,391,19,0,1,7,69
HR_HRZZXK,Kosovo,31,31,0,0,1,0,1,4,0,2,0,0,7,0,3,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,4,2,0,0,1,0
HR_05380,Kostrena,3927,1042,25,0,2,3,2,34,1,45,1,4,179,6,72,4,0,115,1,42,15,1,58,27,4,5,15,2,1,12,256,45,1,0,2,62
HR_02062,Kotoriba,2509,682,19,0,8,2,0,15,0,17,0,8,120,154,9,23,0,19,1,12,2,8,0,12,2,0,1,0,0,0,181,7,1,0,3,58
HR_02054,Koska,3153,747,23,0,4,6,1,51,1,99,2,9,266,27,4,1,2,38,1,36,1,0,3,15,4,2,9,0,0,1,75,5,1,1,0,59
HR_02089,Kraljevec na Sutli,1359,343,13,0,2,7,0,5,2,29,2,9,120,15,19,1,0,18,0,10,1,1,3,13,1,3,2,1,0,0,45,1,1,3,1,15
HR_02097,Kraljevica,3895,1141,26,0,3,8,7,31,1,55,3,3,320,2,83,2,1,100,1,27,11,3,16,19,4,2,12,0,1,8,243,61,2,0,18,68
HR_02119,Krapina,10283,3310,162,0,10,217,13,51,6,125,5,42,913,70,111,9,0,231,4,84,42,34,14,114,9,4,3,1,8,7,717,60,2,13,18,211
HR_02127,Krapinske Toplice,4546,1481,102,0,14,141,7,20,0,50,4,11,289,38,39,4,3,119,4,63,16,4,8,46,5,4,0,1,1,1,349,21,0,11,8,98
HR_05452,Kravarsko,1624,587,13,0,4,28,1,7,0,39,1,5,200,2,25,2,1,45,2,24,1,2,5,58,0,0,0,0,0,0,67,5,1,4,4,41
HR_05339,Krasic,2120,616,30,0,7,7,2,44,0,70,2,11,162,2,9,4,2,37,1,12,2,1,6,118,1,0,0,0,1,0,44,3,0,1,3,34
HR_02135,Kriz,5752,1919,56,0,7,92,13,35,1,80,6,108,228,18,60,8,3,152,0,45,20,7,10,344,4,8,0,2,4,3,418,20,5,2,8,152
HR_02143,Krizevci,17250,4316,123,0,20,82,12,99,8,265,4,210,853,58,192,19,6,382,3,145,32,17,38,240,9,8,30,3,20,13,1005,92,4,3,30,291
HR_02151,Krk,6345,1688,57,0,3,10,3,50,2,169,1,13,212,26,194,8,3,137,2,44,19,5,47,71,3,2,14,0,2,11,405,57,0,1,2,115
HR_02160,Krnjak,1464,535,15,0,4,2,1,6,5,4,0,3,84,2,0,0,0,3,0,4,0,1,0,1,0,4,364,0,0,0,17,2,0,0,0,13
HR_02178,Krsan,2679,764,25,0,4,6,3,4,0,7,1,3,66,4,362,1,1,43,4,15,1,4,8,8,2,0,3,0,1,2,97,14,1,0,3,71
HR_05720,Kukljica,887,270,14,0,5,0,0,10,0,22,3,4,45,0,1,2,0,30,0,17,0,0,0,5,0,0,2,0,0,0,82,5,1,1,3,18
HR_02194,Kula Norinska,1431,615,20,0,3,7,0,24,0,23,0,2,228,2,13,11,0,9,0,158,4,0,3,8,0,1,0,0,1,2,60,2,0,0,1,33
HR_05533,Kumrovec,1341,443,10,0,2,18,2,5,0,16,0,3,60,137,12,4,1,16,0,6,8,3,7,7,3,2,5,1,0,1,86,7,2,3,1,15
HR_02208,Kutina,18938,5646,129,0,16,73,14,194,13,293,12,28,1115,91,174,344,2,452,4,185,42,21,45,791,7,12,89,3,8,31,1060,75,3,4,15,301
HR_02216,Kutjevo,5263,1323,32,0,8,18,6,51,3,143,4,14,423,20,34,4,3,61,1,63,2,5,4,88,3,3,2,1,1,1,186,6,3,0,2,128
HR_02224,Labin,10229,3315,78,0,10,11,17,25,6,42,2,7,116,12,1769,2,1,186,6,46,32,10,24,20,7,12,14,1,2,4,515,88,1,3,16,230
HR_02232,Lanisce,288,104,8,0,1,1,0,1,0,3,0,1,21,1,31,0,1,6,0,5,0,1,0,3,1,0,1,0,0,0,8,0,0,0,0,10
HR_02259,Lasinja,1425,359,10,0,3,8,5,11,1,42,0,6,113,1,4,4,1,10,0,5,0,1,2,51,1,0,11,0,0,1,48,7,0,0,2,11
HR_02267,Lastovo,854,232,3,0,1,1,3,4,0,34,0,2,56,1,5,0,0,12,0,11,2,1,3,3,0,0,4,0,0,1,66,8,0,0,3,8
HR_02275,Legrad,1874,551,18,0,8,8,3,4,0,19,3,10,141,49,15,1,0,15,1,9,1,1,0,17,1,2,0,1,0,0,163,12,0,0,20,29
HR_02283,Lekenik,4963,1256,39,0,9,11,4,32,0,94,3,17,239,17,29,0,2,82,0,36,5,19,15,226,1,0,3,2,1,1,238,20,1,0,4,106
HR_02291,Lepoglava,6188,1658,55,0,9,20,5,17,1,68,3,24,355,327,45,8,0,83,4,24,6,186,5,31,4,4,14,1,1,3,255,21,5,3,1,70
HR_02305,Levanjska Varos,787,303,12,0,3,0,2,14,0,31,1,3,145,0,5,0,0,7,0,6,0,0,1,5,0,0,10,0,0,0,35,2,0,0,3,18
HR_05860,Lecevica,515,146,8,0,0,0,1,7,0,11,0,4,89,0,0,0,0,5,0,10,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0
HR_HRZZLB,Lebanon,51,51,5,0,1,2,0,2,0,5,0,0,13,0,2,0,0,11,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,5
HR_02313,Lipik,4977,1413,83,0,8,16,7,48,6,75,4,21,465,8,33,8,0,90,0,60,3,3,5,42,5,8,97,0,2,3,208,9,4,0,2,90
HR_02321,Lipovljani,2714,609,20,0,2,8,0,12,1,46,1,8,104,13,53,9,1,57,1,14,1,1,2,85,1,1,1,1,2,0,103,11,0,0,8,42
HR_02348,Lisane Ostrovicke,773,262,13,0,5,4,0,47,0,18,1,2,121,1,1,1,0,4,0,6,2,0,0,4,1,0,18,0,0,0,8,0,0,0,1,4
HR_02356,Ližnjan - Lisignano,3627,1106,42,0,4,4,3,6,5,38,0,10,80,12,407,1,1,118,0,15,13,0,8,15,2,11,8,1,2,6,160,19,2,2,6,105
HR_02470,Ljubescica,1570,630,17,0,5,2,0,2,0,22,1,10,382,15,6,2,1,22,0,6,3,24,2,8,2,0,0,1,0,0,54,4,0,0,1,38
HR_02364,Lobor,2283,804,31,0,3,23,2,8,2,16,3,8,392,21,15,2,1,41,1,17,3,10,1,24,2,0,2,1,0,1,106,7,0,4,2,55
HR_02372,Lokve,822,296,12,0,0,5,2,5,0,13,3,2,88,1,19,2,0,23,0,4,1,2,2,4,0,1,0,0,0,0,81,4,1,0,3,18
HR_05878,Lokvicici,783,213,3,0,1,1,0,15,0,15,0,4,137,5,1,0,0,3,2,10,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5
HR_06246,Lopar,1114,464,20,0,1,5,1,10,2,35,1,3,165,2,10,2,0,38,2,21,0,1,10,8,2,1,0,1,0,2,102,4,0,0,1,14
HR_02399,Lovas,939,480,23,0,9,7,1,14,3,65,2,7,201,0,3,0,0,10,0,68,1,0,0,9,3,0,13,1,0,0,22,0,1,1,0,16
HR_02402,Lovinac,985,294,10,0,5,4,3,27,3,40,1,4,120,2,2,0,1,7,0,6,0,1,0,4,0,1,23,0,1,1,13,2,1,0,0,12
HR_02429,Lovran,3548,1004,18,0,2,5,0,13,1,32,0,5,105,5,182,0,0,75,1,25,15,1,16,22,5,8,15,0,1,8,329,55,0,1,5,54
HR_02437,Lovrec,1585,547,27,0,5,3,1,107,0,88,2,4,220,6,3,0,1,8,0,30,0,0,1,14,1,0,0,0,0,0,8,0,0,0,0,18
HR_02445,Ludbreg,7682,2006,57,0,13,6,6,30,1,99,0,21,259,198,59,9,3,139,4,46,13,208,17,70,4,3,18,1,0,6,527,31,1,2,5,150
HR_05487,Luka,1143,198,8,0,0,1,1,14,0,17,0,2,50,3,5,1,0,16,0,11,1,0,0,19,1,0,0,0,0,2,26,3,0,2,0,15
HR_02453,Lukac,2954,1030,39,0,16,3,5,20,4,51,3,18,531,7,11,3,1,58,1,29,2,2,1,22,2,0,8,0,0,0,116,5,1,2,4,65
HR_06009,Lumbarda,1094,352,7,0,2,2,1,6,0,68,0,2,113,7,14,7,1,10,1,12,14,1,1,6,1,0,0,0,0,3,50,3,0,0,1,19
HR_02461,Lupoglav,747,256,12,0,1,1,0,0,0,3,0,7,18,0,129,1,0,4,0,10,2,2,4,8,0,0,1,0,0,0,22,1,0,1,2,27
HR_05789,Magadenovac,1500,470,25,0,2,1,3,13,0,37,1,2,102,26,18,0,1,18,0,11,0,0,0,59,3,2,30,1,0,1,76,5,0,1,2,30
HR_05550,Majur,961,366,15,0,0,1,0,8,7,11,1,7,75,2,3,1,0,4,1,8,1,2,1,145,1,0,40,0,0,1,20,0,0,0,0,11
HR_02496,Makarska,14838,3647,101,0,7,20,10,195,1,302,2,26,929,19,60,4,2,250,3,174,37,4,52,78,6,8,23,3,1,9,1018,94,3,0,18,188
HR_02500,Mala Subotica,3781,1038,35,0,4,9,3,8,0,29,1,10,164,362,11,2,0,50,1,19,5,11,2,16,2,1,1,3,1,0,199,7,0,1,5,76
HR_02518,Mali Bukovec,1708,471,16,0,5,4,4,6,1,22,1,4,74,58,58,5,0,26,1,10,0,60,0,26,2,0,0,0,0,1,47,0,0,1,2,37
HR_02526,Mali Lošinj,7679,2322,62,0,8,9,10,34,5,169,3,16,323,8,132,8,0,299,6,84,26,2,139,105,9,7,51,1,2,9,561,67,4,0,8,155
HR_02534,Malinska-Dubasnica,3877,748,14,0,3,3,4,34,3,63,0,9,137,3,50,4,1,81,0,20,4,4,19,48,4,0,7,1,0,1,164,22,0,1,5,39
HR_02569,Marija Bistrica,5032,942,28,0,2,42,1,23,1,57,2,6,135,22,38,1,0,128,0,30,15,3,1,94,4,0,1,0,0,0,196,22,1,13,11,65
HR_05398,Marija Gorica,1875,463,14,0,3,14,2,7,0,26,1,4,98,2,31,1,0,41,0,24,5,1,5,27,1,1,0,0,1,2,90,12,1,5,3,41
HR_02577,Marijanci,1931,526,13,0,7,2,5,24,0,62,1,4,175,54,5,0,2,15,1,28,1,1,1,20,1,1,3,0,0,0,40,2,0,1,1,56
HR_02585,Marina,4327,1052,51,0,4,3,1,29,1,72,5,10,311,35,6,3,2,74,3,82,7,3,13,21,2,1,3,0,4,1,213,9,2,0,4,77
HR_06106,Markusica,1976,647,25,0,0,0,0,1,12,0,1,0,7,1,8,1,0,1,0,1,0,0,1,0,0,0,572,0,0,0,12,0,1,0,0,3
HR_00850,Martijanec,2513,499,17,0,3,5,1,23,0,28,1,4,98,24,12,4,1,15,0,8,1,81,1,16,0,1,1,0,0,0,87,5,0,0,0,62
HR_02593,Martinska Ves,2687,782,38,0,6,8,6,23,0,47,1,9,190,8,34,4,1,31,1,23,4,17,2,199,3,0,2,0,1,6,68,3,3,2,6,36
HR_02607,Marusevec,5208,1449,49,0,3,4,4,16,2,53,4,7,240,134,33,4,2,109,1,30,3,236,9,54,3,2,2,1,1,3,298,14,1,1,10,116
HR_02542,Marcana,3857,1203,50,0,2,8,6,13,1,27,1,2,58,19,483,10,3,95,2,37,11,0,5,11,1,2,2,0,1,7,222,26,1,0,7,90
HR_02615,Matulji,9955,2695,67,0,7,19,13,44,4,96,2,22,320,13,387,4,3,304,2,122,52,4,55,55,14,10,27,1,4,12,709,103,3,0,22,195
HR_02488,Mace,2033,487,20,0,4,12,1,12,0,12,0,7,150,6,13,0,0,28,1,15,6,14,2,23,3,0,0,0,0,1,115,1,3,0,1,37
HR_HRZZHU,Hungary,53,53,1,0,0,0,0,2,0,0,0,0,19,0,2,0,0,1,0,6,6,0,0,2,0,1,0,0,0,0,8,2,1,0,0,2
HR_02631,Medulin,6521,1941,47,0,4,12,6,26,2,91,3,7,150,70,600,5,1,210,5,37,51,4,13,21,2,7,26,2,0,6,329,68,0,0,11,125
HR_02640,Metkovic,13842,5328,193,0,19,94,10,179,3,311,2,42,1854,24,89,6,1,144,2,1588,13,5,22,131,7,6,39,1,3,10,386,15,2,2,3,122
HR_02658,Mihovljan,1568,418,10,0,1,4,0,7,0,17,3,8,167,7,48,2,0,24,0,7,1,7,1,20,2,0,1,0,1,1,52,3,0,1,1,22
HR_02666,Mikleus,1260,333,10,0,5,4,0,6,1,28,0,2,188,2,2,2,0,5,1,9,0,0,0,6,1,0,17,1,0,0,24,1,1,0,0,17
HR_02674,Milna,1143,354,9,0,8,18,1,7,0,15,0,7,72,2,9,1,0,27,0,8,3,2,9,6,0,0,2,0,0,0,115,8,1,0,0,24
HR_02682,Mljet,1089,616,10,0,2,2,0,6,0,50,0,3,344,2,21,0,0,27,0,18,4,1,2,8,0,0,1,0,0,1,87,11,2,0,0,14
HR_02704,Molve,1644,412,17,0,5,20,3,4,0,16,1,5,99,7,56,3,2,26,2,15,4,0,1,51,0,0,1,2,1,0,37,4,1,0,5,24
HR_02747,Motovun - Montona,753,260,16,0,0,0,5,2,0,3,0,3,15,2,85,0,0,17,2,11,0,0,4,5,2,0,0,0,0,0,40,3,0,0,1,44
HR_02739,Mošćenička Draga,1305,457,10,0,2,1,1,4,1,15,0,4,51,3,72,0,0,36,2,15,6,4,15,3,3,2,3,1,0,3,147,16,1,0,3,33
HR_02755,Mrkopalj,996,336,11,0,3,7,1,18,0,29,2,0,75,2,8,1,0,19,0,23,5,1,6,18,0,0,3,0,0,3,64,6,0,0,1,30
HR_02763,Mursko Sredisce,5422,1538,23,0,3,5,5,14,0,43,0,46,365,434,36,10,4,84,1,20,9,20,3,16,0,5,0,1,0,2,223,22,3,0,3,138
HR_06173,Murter - Kornati,1919,632,10,0,4,2,0,33,1,61,0,129,93,1,2,1,0,56,1,29,4,1,6,9,1,1,3,0,1,0,140,7,0,1,3,32
HR_00876,Muc,3098,620,34,0,5,4,2,48,0,58,4,12,177,17,6,1,0,52,2,80,1,2,8,20,1,1,2,1,0,1,55,2,0,0,3,21
HR_02780,Nasice,13435,3835,106,0,13,25,9,166,5,311,3,35,1282,78,49,6,2,340,6,172,11,7,27,100,8,5,18,3,3,7,714,71,4,1,17,231
HR_02798,Nedelisce,9526,2703,111,0,2,7,3,30,4,67,2,15,276,709,87,2,2,203,6,47,13,36,15,40,7,3,0,0,1,14,768,44,6,1,8,174
HR_06122,Negoslavci,981,440,12,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,410,0,0,0,3,0,2,0,0,1
HR_02801,Nerezisca,830,363,25,0,5,3,0,4,0,15,3,2,94,2,4,1,0,29,0,32,3,0,4,14,5,0,0,1,1,0,81,2,3,0,2,28
HR_02810,Netretic,2424,819,21,0,3,9,2,22,0,95,2,14,283,26,45,1,2,32,1,26,4,0,2,57,3,1,2,0,0,2,76,4,1,0,2,81
HR_02950,Nijemci,3679,985,34,0,3,4,3,40,13,209,4,11,293,2,16,2,1,25,2,47,1,3,4,51,2,1,90,2,1,3,63,3,0,1,4,47
HR_02828,Nin,2789,743,19,0,2,7,1,27,0,86,3,6,244,10,9,8,0,58,0,50,5,2,0,13,2,1,12,0,0,1,126,9,0,2,2,38
HR_HRZZNL,Netherlands,62,62,1,0,1,1,3,4,0,1,0,0,8,4,3,0,0,0,0,4,8,0,5,0,0,0,3,0,0,0,10,3,0,0,1,2
