gisco_id,name,registered,turnout,invalid,blank,A-HSP,BM365,Deblokirajmo Hrvatsku,NHR-HSP,DSS,Hrast-HKS-HSP AS-UHD,HBPS,HDS,HDZ,HNS-LD,HSS-GLAS-IDS-HSU-PGS-Demokrati-Laburisti,HSLS,HSR,Kolakušić,MVH,Most,Možemo!-NL-OraH,NS-R,P-UK,Petir,PMH,RF-SRP,SDSS,SSH,SH,SNAGA,SDP,START,SHZ,ZSZ,ZL,ŽZ
HR_HRZZDE,Germany,2212,2212,13,0,8,11,0,437,1,648,0,18,360,14,16,4,1,104,2,86,74,3,16,63,3,4,12,0,1,5,65,13,0,0,9,221
HR_HRZZNO,Norway,34,34,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,4,0,3,0,0,5,1,0,0,1,0,0,0,3,0,0,0,0,5
HR_02836,Nova Bukovica,1378,502,15,0,5,0,0,22,2,30,3,4,219,2,9,0,2,5,1,4,1,1,2,12,0,1,23,0,0,1,83,34,1,0,0,20
HR_02844,Nova Gradiska,12017,3418,93,0,9,20,18,114,1,233,0,109,898,10,60,1,1,179,7,87,16,6,14,83,8,8,61,2,4,3,1191,34,1,0,9,138
HR_02852,Nova Kapela,3346,1051,42,0,7,7,6,48,2,95,2,11,366,6,94,2,1,57,2,30,6,5,2,56,1,2,2,2,0,0,102,11,1,0,2,81
HR_02879,Nova Raca,2674,632,18,0,4,5,5,14,2,45,5,7,163,2,57,13,0,32,2,22,0,1,0,78,0,2,2,1,0,1,94,3,1,1,8,44
HR_02887,Novalja,3627,1007,29,0,5,7,5,54,2,100,0,10,322,6,35,8,0,84,2,50,2,2,4,48,3,1,3,0,1,2,176,17,0,0,3,26
HR_05541,Novi Golubovec,809,271,6,0,0,19,0,2,0,2,0,3,151,4,5,2,0,20,0,2,2,3,1,11,1,0,0,0,0,0,21,1,1,0,0,14
HR_02895,Novi Marof,11129,3200,95,0,15,20,11,45,2,110,2,32,857,221,106,7,3,305,3,87,15,327,21,104,13,6,5,3,2,5,420,41,1,6,20,290
HR_02909,Novi Vinodolski,5033,1739,54,0,8,7,14,33,2,73,2,24,710,12,54,2,1,139,1,42,5,2,13,29,8,3,11,0,1,2,377,40,0,0,9,61
HR_05371,Novigrad,2193,609,14,0,6,3,0,28,0,71,1,7,244,71,9,14,0,24,3,30,3,4,0,14,1,0,1,0,1,0,39,10,2,0,2,7
HR_02917,Novigrad - Cittanova,3941,1272,38,0,4,10,7,16,5,30,2,10,107,6,592,2,0,75,4,34,16,3,11,16,5,5,13,3,1,2,128,17,1,0,16,93
HR_02925,Novigrad Podravski,2325,552,18,0,4,41,2,24,1,32,2,22,109,12,19,3,14,36,0,18,1,3,1,32,2,0,5,0,0,0,85,9,1,0,5,51
HR_05614,Novo Virje,917,198,11,0,3,9,0,0,0,6,1,1,51,0,22,2,0,11,0,9,0,0,0,20,1,1,0,0,0,0,40,0,0,0,0,10
HR_02933,Novska,11001,3945,257,0,72,67,25,132,9,264,15,58,1315,128,130,31,3,246,7,176,14,15,11,221,20,3,42,4,1,16,382,34,1,2,15,229
HR_02941,Nustar,4602,1354,56,0,7,9,4,100,0,230,7,14,393,7,20,7,1,106,3,67,4,1,9,34,2,1,10,1,1,3,142,10,0,2,4,99
HR_02968,Obrovac,5426,1515,42,0,6,0,2,54,21,76,2,11,410,62,6,20,3,29,2,204,4,1,3,13,1,0,439,4,1,2,60,6,1,1,3,26
HR_02976,Ogulin,11100,3126,74,0,15,26,16,78,66,205,9,28,1068,18,53,9,3,145,4,74,12,6,10,76,8,2,206,1,3,7,779,32,0,0,3,90
HR_05886,Okrug,3886,906,8,0,5,1,1,67,0,101,0,5,188,170,5,0,0,73,0,48,6,2,12,21,0,0,4,1,0,2,151,9,1,0,4,21
HR_02992,Okucani,2811,878,44,0,4,7,3,9,6,39,3,15,499,3,10,3,0,25,0,17,1,1,2,17,0,0,89,2,0,0,36,1,0,0,1,41
HR_03000,Omis,13735,4007,153,0,28,16,13,402,2,345,6,67,1028,45,38,6,2,323,6,427,26,10,90,208,5,6,8,2,0,5,520,34,10,1,7,168
HR_03018,Omišalj,3198,790,10,0,2,8,3,39,1,41,1,6,124,32,59,0,1,84,2,22,10,3,14,15,3,1,10,0,0,5,216,45,1,0,5,27
HR_03026,Opatija,10403,3047,64,0,10,27,7,67,3,141,0,17,317,11,396,4,3,282,3,106,75,18,68,68,6,14,48,1,1,26,919,151,4,1,23,166
HR_03034,Oprisavci,2015,555,24,0,5,1,2,17,1,40,1,1,231,7,16,3,0,21,1,37,1,0,4,25,2,0,0,1,1,1,50,5,0,0,2,55
HR_03042,Oprtalj - Portole,732,205,6,0,1,0,1,2,0,5,1,2,12,3,117,1,0,7,0,1,0,0,0,2,1,0,0,1,0,0,26,2,0,0,0,14
HR_03069,Opuzen,2606,950,50,0,1,6,7,34,0,69,2,7,327,53,5,12,2,35,1,111,2,2,8,56,2,0,1,0,0,2,95,5,1,1,3,50
HR_03077,Orahovica,4403,1514,38,0,7,2,2,35,4,106,0,12,414,17,158,5,1,115,1,111,4,8,3,25,0,3,37,0,5,7,296,20,0,0,6,72
HR_03085,Orebić,3764,1209,28,0,5,3,2,41,1,119,4,13,355,13,23,67,0,47,1,80,5,3,9,32,6,4,2,0,3,5,274,13,3,1,3,44
HR_06050,Orehovica,2099,455,14,0,1,2,1,5,1,9,1,8,56,205,4,1,0,18,0,2,0,8,2,7,2,3,0,0,0,1,60,1,0,0,1,42
HR_03093,Oriovac,4773,1308,59,0,5,7,11,52,4,96,1,8,411,10,115,3,1,74,3,67,37,2,0,29,2,3,4,0,3,5,134,21,2,1,13,125
HR_05428,Orle,1619,475,12,0,1,8,4,11,0,27,3,7,207,6,1,0,0,20,0,7,1,2,5,25,1,0,4,0,1,0,92,4,0,1,1,24
HR_03115,Oroslavje,5293,1445,35,0,5,52,10,37,1,76,1,14,238,79,61,2,0,123,3,40,23,12,8,64,3,4,3,0,0,5,352,37,1,13,12,131
HR_03123,Osijek,90121,26822,526,0,60,184,98,1300,60,2730,27,126,5670,871,484,61,19,2710,18,1313,292,41,390,803,43,47,670,9,17,134,5939,527,11,9,106,1527
HR_03140,Otok,4616,1150,27,0,6,7,3,111,2,107,3,15,358,135,9,1,4,28,1,170,5,0,4,81,0,4,0,0,0,1,39,3,2,0,2,22
HR_05355,Otok,5150,1507,59,0,12,8,4,90,0,195,4,25,619,7,28,5,0,88,2,52,5,2,0,48,4,1,0,2,0,0,119,4,2,0,1,121
HR_03131,Otocac,8041,2239,61,0,25,28,13,117,5,158,8,33,1079,5,30,9,1,91,5,66,4,9,18,81,7,1,22,3,2,3,229,35,2,0,2,87
HR_03158,Ozalj,5685,1667,59,0,16,16,11,36,1,109,4,10,440,43,43,8,0,89,2,60,7,10,18,155,6,2,10,2,1,2,343,23,5,0,6,130
HR_03166,Pag,3095,797,17,0,1,6,2,38,0,69,0,8,214,13,5,0,0,99,0,44,14,7,7,15,1,1,1,0,2,6,183,8,0,0,3,33
HR_03174,Pakostane,3944,1311,48,0,9,5,10,116,1,433,1,7,240,68,15,5,0,51,0,54,6,1,14,23,1,2,4,0,1,3,136,4,1,2,3,47
HR_03182,Pakrac,7026,2092,86,0,24,16,13,44,9,83,6,26,781,7,24,8,3,127,1,42,3,4,16,46,9,4,224,1,1,4,313,36,1,0,23,107
HR_03212,Pazin,7343,2410,82,0,6,5,11,21,1,98,3,19,166,15,964,3,3,131,2,73,43,4,52,54,5,12,11,1,2,8,327,50,2,0,14,222
HR_03204,Pašman,2351,714,41,0,6,1,3,39,2,105,2,4,180,2,9,9,1,37,1,46,1,2,4,21,4,1,3,0,0,0,134,6,1,0,3,46
HR_03239,Perusic,2129,738,23,0,9,14,3,60,2,33,3,16,401,7,3,1,2,26,1,11,0,3,1,12,1,0,9,0,1,1,76,9,1,0,0,9
HR_03247,Peteranec,2029,434,12,0,2,34,1,8,0,21,1,13,113,8,14,2,1,29,0,21,2,1,0,35,0,0,0,0,1,2,78,4,1,0,7,23
HR_03255,Petlovac,1825,512,30,0,5,4,0,15,2,46,0,11,176,43,1,0,1,21,1,21,1,2,2,21,4,0,6,0,1,0,51,8,0,0,4,35
HR_03263,Petrijanec,3803,1349,39,0,5,5,3,26,0,47,0,7,190,81,20,3,0,41,1,17,12,220,5,23,9,3,1,1,0,0,491,11,2,2,12,72
HR_03271,Petrijevci,2333,643,24,0,1,3,2,37,0,89,1,7,185,34,10,3,1,48,0,24,1,1,3,16,0,1,0,0,1,3,100,5,1,0,4,38
HR_03280,Petrinja,20989,5946,265,0,11,62,24,242,28,516,14,48,1125,30,176,20,10,380,19,193,37,1015,28,474,15,6,156,6,6,7,670,50,4,2,14,293
HR_03298,Petrovsko,2087,658,37,0,5,108,1,2,0,29,2,10,190,14,18,4,0,33,0,15,5,3,4,18,0,1,1,0,0,0,95,3,2,3,2,53
HR_05819,Pirovac,1873,578,26,0,9,6,0,22,0,75,0,11,138,63,11,1,0,58,0,22,3,2,2,12,2,0,1,0,0,3,87,4,0,0,0,20
HR_03310,Pisarovina,3044,912,38,0,10,16,10,33,0,60,1,11,228,9,34,1,1,69,2,24,9,1,5,124,6,0,2,0,1,1,105,27,1,3,6,74
HR_03328,Pitomaca,7939,2263,68,0,17,18,6,10,2,110,0,27,918,25,56,8,4,161,5,84,6,2,15,133,6,0,4,3,0,2,335,24,5,3,6,200
HR_03301,Pican,1512,433,13,0,1,0,1,2,0,8,0,4,15,2,257,1,0,12,0,15,5,0,4,9,1,0,1,0,0,0,40,7,0,0,0,35
HR_03336,Plaski,1786,550,23,0,1,1,1,9,5,10,0,2,108,1,0,0,0,11,1,5,3,1,3,4,1,0,115,2,0,0,225,0,0,0,0,18
HR_03344,Pleternica,9292,3341,126,0,24,30,14,137,4,311,10,48,1347,12,61,0,1,307,5,223,9,7,9,107,5,6,8,2,4,11,290,30,3,1,8,181
HR_04553,Plitvicka jezera,3546,965,35,0,4,8,1,29,7,77,3,12,229,8,3,1,1,52,0,48,3,4,0,14,4,2,283,0,2,1,75,11,1,2,1,44
HR_03352,Ploce,8216,3152,104,0,12,16,8,116,2,169,3,26,1011,11,79,117,1,91,5,171,21,3,19,89,4,4,13,1,0,1,907,14,7,1,2,124
HR_03379,Podbablje,3970,1799,84,0,8,29,11,377,0,158,6,20,587,12,14,4,0,72,1,201,4,4,16,62,4,0,11,1,1,2,42,4,2,3,2,57
HR_03387,Podcrkavlje,2072,684,27,0,3,1,2,23,2,38,3,9,307,2,15,2,0,22,2,33,2,1,0,37,3,0,2,0,0,0,75,7,0,2,0,64
HR_03395,Podgora,2455,739,26,0,4,8,7,26,1,62,2,10,160,10,8,0,0,55,0,37,4,0,13,15,5,5,3,1,0,0,216,24,1,0,1,35
HR_03409,Podgorac,2271,518,24,0,9,1,2,18,6,55,3,5,135,45,13,1,0,27,0,10,0,1,0,15,1,0,45,1,0,0,64,0,0,0,2,35
HR_02712,Podravska Moslavina,926,226,11,0,2,1,0,15,1,20,0,1,81,13,4,0,0,9,0,14,0,0,0,14,1,1,1,0,1,1,13,2,1,1,1,17
HR_06165,Podravske Sesvete,1339,310,13,0,5,3,1,11,0,17,0,5,65,61,13,2,1,26,0,6,1,1,0,14,0,1,0,0,1,0,27,0,1,1,1,33
HR_03417,Podstrana,9038,2074,45,0,3,4,6,289,0,231,0,17,626,24,21,7,0,165,1,201,11,4,37,111,3,0,2,0,0,4,157,21,0,0,3,81
HR_03425,Podturen,3424,794,14,0,3,1,62,6,1,22,0,9,142,185,15,12,1,63,0,15,1,4,0,8,0,2,1,2,2,3,144,2,0,0,1,73
HR_03433,Pojezerje,866,306,12,0,1,1,0,19,0,15,2,1,149,3,1,0,0,9,0,47,0,0,0,8,3,0,3,0,0,1,12,1,1,0,0,17
HR_05444,Pokupsko,1802,638,17,0,2,11,1,17,0,27,3,7,317,6,3,1,1,33,1,14,3,1,1,42,2,0,1,0,0,0,72,5,1,2,1,46
HR_03441,Polaca,1588,266,2,0,3,27,1,16,3,14,1,6,97,3,3,1,0,10,0,9,1,0,0,4,1,2,41,0,0,0,10,1,0,0,2,8
HR_03450,Policnik,4304,993,45,0,15,6,5,90,1,114,3,19,419,6,6,3,1,36,1,58,4,8,4,19,1,1,5,0,3,1,55,8,7,0,5,44
HR_HRZZPL,Poland,79,79,2,0,0,5,0,3,0,5,0,2,31,0,0,1,0,6,0,4,1,0,1,4,0,0,0,0,0,1,3,0,0,0,2,8
HR_03468,Popovac,1563,520,14,0,3,3,2,9,3,31,1,4,163,34,6,0,1,17,2,12,0,2,1,1,0,1,145,0,0,1,26,1,0,0,1,36
HR_03476,Popovaca,9909,2752,85,0,11,22,8,153,2,183,2,23,524,27,46,34,2,144,1,66,17,32,11,714,7,4,9,2,0,15,387,22,4,2,12,181
HR_03484,Poreč - Parenzo,16014,4802,111,0,11,23,12,57,6,167,5,22,289,76,2181,10,7,322,5,133,52,7,37,62,7,26,47,2,3,14,622,85,5,3,19,374
HR_HRZZPT,Portugal,22,22,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,4,2,0,3,1,0,0,0,0,0,0,3,2,0,0,0,1
HR_03492,Posedarje,3255,915,37,0,8,42,3,84,0,100,3,20,331,36,11,13,2,44,3,42,4,2,1,21,0,0,2,1,0,1,51,11,2,1,2,37
HR_03506,Postira,1509,545,23,0,11,4,1,16,0,58,0,10,183,2,2,3,0,21,0,26,5,3,6,29,0,3,1,0,0,0,110,8,1,0,1,18
HR_05738,Povljana,673,199,2,0,4,0,0,11,0,21,0,2,64,1,3,1,0,12,1,5,1,2,0,8,1,0,0,0,0,0,45,3,0,0,1,11
HR_03514,Pozega,21652,7855,236,0,33,102,29,346,9,610,16,66,2436,46,150,48,9,665,12,410,58,12,53,279,14,22,84,2,10,21,1400,123,6,5,32,511
HR_03522,Pregrada,5346,1962,152,0,10,36,8,29,2,70,13,28,325,14,122,10,2,116,6,38,22,29,9,77,7,5,0,1,3,2,627,22,2,12,5,158
HR_03549,Preko,4043,1368,46,0,7,5,3,42,3,128,2,17,403,9,13,7,1,89,2,69,15,6,12,44,9,1,0,0,2,2,307,30,2,1,11,80
HR_03557,Prelog,6530,1971,20,0,4,10,7,28,1,80,2,18,418,543,37,6,2,112,3,34,9,31,11,71,5,5,1,5,0,2,305,27,3,1,3,167
HR_03565,Preseka,1048,379,12,0,0,19,2,2,0,8,0,1,57,8,34,0,0,18,0,26,0,1,4,37,1,1,0,0,2,0,92,1,0,0,0,53
HR_05894,Prgomet,548,192,7,0,4,0,0,16,0,18,2,2,88,2,2,4,0,5,1,11,1,0,1,10,0,0,0,0,0,1,11,0,0,0,1,5
HR_06203,Pribislavec,2462,537,21,0,0,4,3,0,0,9,0,2,35,166,32,9,1,50,0,8,3,9,4,5,2,3,3,3,4,0,118,8,0,0,0,35
HR_05908,Primorski Dolac,659,122,3,0,1,0,0,9,0,9,1,0,59,1,0,0,0,5,0,10,0,0,0,7,0,0,0,0,0,0,9,1,0,0,0,7
HR_03573,Primošten,2624,642,18,0,1,4,3,29,0,91,2,4,149,4,8,0,0,68,1,36,6,2,11,19,1,1,1,0,2,2,121,19,3,0,2,34
HR_05835,Privlaka,2355,650,20,0,4,4,2,46,0,89,0,5,185,66,11,3,0,42,0,27,1,1,7,25,3,3,0,0,0,0,59,2,0,1,2,42
HR_05746,Privlaka,2297,543,10,0,8,2,2,22,1,58,1,4,229,6,8,1,1,42,0,19,2,1,4,12,2,1,1,0,0,2,65,11,0,0,1,27
HR_00884,Prolozac,3290,1117,17,0,7,2,2,123,1,81,2,4,567,59,8,80,0,22,0,57,3,1,4,15,1,0,1,0,0,0,33,3,0,3,2,19
HR_02984,Promina,913,342,11,0,1,1,1,22,1,25,0,10,185,4,3,2,0,20,0,20,0,0,1,7,0,0,0,1,1,0,21,0,2,0,2,1
HR_03590,Pula - Pola,49640,16646,468,0,31,102,108,208,27,448,11,71,1080,240,5275,26,4,1684,12,377,469,37,207,230,36,176,392,5,12,109,2785,520,15,4,135,1342
HR_03603,Punat,2065,544,7,0,2,8,1,16,1,38,2,4,62,2,56,3,1,41,0,19,3,1,8,20,1,3,7,1,0,1,168,22,0,0,5,41
HR_03611,Punitovci,1431,420,14,0,1,2,4,11,0,48,2,2,173,40,5,0,0,10,1,12,0,0,0,17,1,0,1,0,0,0,39,1,0,0,0,36
HR_03581,Pucisca,1895,611,23,0,0,10,2,8,0,33,2,6,219,4,0,3,0,42,1,38,2,1,23,24,3,2,2,3,0,2,123,2,2,1,3,27
HR_03620,Pusca,2211,589,19,0,3,30,1,16,0,36,2,5,75,11,29,2,0,63,0,24,4,1,6,39,2,0,6,0,0,2,124,15,0,3,3,68
HR_03638,Rab,7192,2151,69,0,8,8,8,69,0,162,2,19,675,10,67,2,0,173,1,82,8,6,27,54,4,22,3,1,4,5,518,30,0,1,16,97
HR_03646,Radoboj,2703,1053,44,0,6,450,3,6,0,26,3,1,148,23,41,1,0,44,0,13,5,5,7,21,3,3,0,0,3,4,126,10,0,3,1,53
HR_05363,Rakovec,970,547,16,0,0,13,3,7,1,23,0,1,120,2,22,0,0,21,1,8,1,0,1,131,1,0,2,0,0,0,61,9,1,1,47,54
HR_03654,Rakovica,2162,472,9,0,9,2,4,38,0,80,0,3,177,15,8,3,0,8,1,23,1,0,1,15,0,0,2,0,0,0,33,8,0,1,2,29
HR_03662,Rasinja,2547,645,13,0,8,1,1,7,3,21,1,4,129,115,13,18,0,28,0,17,1,4,2,26,0,0,19,1,0,0,151,4,2,0,2,54
HR_03697,Ravna Gora,1987,683,19,0,2,4,2,29,0,31,2,5,237,3,47,1,2,42,0,23,1,3,2,10,2,2,1,0,1,0,162,10,1,0,8,31
HR_03689,Raša,2774,782,35,0,5,1,0,6,0,10,0,1,53,11,350,1,0,44,0,18,2,1,5,11,2,3,1,0,0,1,142,18,0,0,1,60
HR_03719,Razanac,2831,955,38,0,17,2,2,133,0,104,3,6,373,4,6,3,1,45,1,38,3,2,4,22,5,0,1,0,0,3,97,2,3,0,2,35
HR_03727,Resetari,3862,904,48,0,8,9,8,29,0,115,2,11,263,4,30,14,1,54,1,33,0,1,5,41,3,1,2,0,3,0,135,7,0,1,3,72
HR_05568,Ribnik,400,147,2,0,0,21,0,0,0,10,1,1,26,0,9,0,0,15,0,4,1,2,0,4,0,0,1,1,1,1,16,1,0,0,1,29
HR_03735,Rijeka,107566,28804,597,0,78,249,113,758,75,1720,29,159,3844,178,2145,65,14,2828,27,1249,768,78,653,666,75,129,905,9,32,179,8052,1361,23,6,152,1588
HR_05827,Rogoznica,2583,808,23,0,8,4,3,25,1,54,3,9,336,4,14,4,1,48,0,45,6,2,5,20,0,1,7,0,0,0,141,6,1,0,3,34
HR_03743,Rovinj - Rovigno,13481,3665,84,0,11,9,15,43,2,115,2,15,229,23,1633,0,2,260,3,81,41,4,30,43,7,10,44,1,1,15,608,77,5,2,18,232
HR_03751,Rovisce,3889,1051,28,0,6,25,4,50,1,105,0,19,407,7,27,18,0,45,0,46,1,2,4,42,0,2,1,0,3,2,108,13,0,1,8,76
HR_03760,Rugvica,7058,1871,53,0,7,75,3,46,2,206,6,14,576,28,108,6,0,99,2,77,11,6,6,115,2,1,3,0,2,4,248,9,0,1,8,147
HR_HRZZRO,Romania,16,16,0,0,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
HR_05916,Runovici,2064,736,20,0,3,11,1,137,1,51,4,6,253,116,15,2,1,16,1,32,0,0,5,19,2,0,0,1,1,1,15,1,1,1,0,19
HR_HRZZRU,Russia,19,19,0,0,0,0,0,0,0,2,0,0,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3
HR_03778,Ruzic,1242,345,22,0,2,0,2,41,1,48,1,12,142,1,10,0,1,15,0,22,2,1,0,9,0,1,0,0,0,1,7,0,0,0,0,4
HR_03786,Saborsko,576,156,6,0,1,0,0,5,0,6,2,1,71,0,3,0,0,3,0,4,1,0,0,6,0,0,35,0,0,1,7,0,0,0,0,4
HR_HRZZUS,United States,148,148,3,0,0,1,0,34,1,29,0,1,24,1,2,2,0,2,0,2,11,0,1,5,1,0,5,0,0,0,15,4,0,1,1,2
HR_03794,Sali,2253,777,25,0,7,2,2,9,1,80,0,7,208,6,25,7,1,40,3,29,13,3,6,32,0,3,1,0,0,1,201,20,1,0,6,38
HR_03808,Samobor,32748,10530,295,0,22,193,40,302,5,769,9,66,1267,257,2002,34,5,885,6,351,225,44,163,579,32,27,32,5,10,49,1966,232,7,11,60,580
HR_03816,Satnica Đakovačka,1831,418,14,0,3,5,1,19,0,63,0,4,107,21,19,1,1,18,0,38,0,1,2,26,1,0,0,0,1,0,44,0,1,0,2,26
HR_03824,Seget,4324,1682,64,0,3,2,0,66,0,97,3,34,951,24,10,3,1,54,2,58,4,0,29,22,2,7,6,0,2,1,181,16,0,0,2,38
HR_03832,Selca,1758,578,19,0,5,12,3,7,1,43,1,3,128,1,7,3,1,45,1,47,4,1,9,20,5,0,1,1,0,1,155,10,3,1,1,39
HR_03859,Selnica,2637,600,19,0,1,3,1,2,0,19,2,11,57,171,11,2,0,31,1,5,2,114,0,12,2,0,0,1,1,0,80,3,0,0,2,47
HR_03867,Semeljci,3487,692,29,0,5,5,1,26,0,102,4,8,174,14,15,0,0,52,1,32,3,0,1,95,2,0,1,0,1,1,79,2,0,1,1,37
HR_03875,Senj,6422,2698,84,0,20,18,6,89,1,130,9,27,1439,58,30,11,5,189,4,74,5,5,14,45,5,6,6,3,4,7,302,27,0,3,5,67
HR_05622,Severin,699,137,4,0,0,0,0,9,1,7,0,3,28,1,7,0,0,18,0,5,0,2,0,16,0,1,2,1,0,0,21,1,0,1,0,9
HR_03883,Sibinj,5866,1334,72,0,7,17,3,45,1,237,2,22,370,13,50,6,1,107,3,44,5,3,3,46,4,0,5,1,1,3,132,22,5,0,5,99
HR_05703,Sikirevci,2000,478,21,0,1,5,0,18,0,70,1,13,160,1,11,0,0,11,0,23,2,1,1,41,2,0,3,0,0,0,48,4,3,0,1,37
HR_03891,Sinj,20915,5646,190,0,23,40,14,379,2,406,10,48,1301,103,52,23,3,352,10,1405,38,5,82,176,9,10,29,1,4,7,698,44,8,0,10,164
HR_03905,Sirac,1887,400,18,0,3,7,0,9,2,22,0,12,78,1,33,11,0,20,0,10,2,0,0,40,2,0,33,0,0,0,46,14,2,1,5,29
HR_03913,Sisak,39447,11343,306,0,52,111,66,337,21,877,12,69,2629,102,295,69,8,885,43,364,98,145,96,1012,30,21,314,5,9,44,2465,184,9,4,81,580
HR_HRZZMK,North Macedonia,69,69,1,0,0,1,0,1,0,5,0,0,14,0,1,0,0,3,0,0,0,2,0,15,0,0,1,0,0,0,8,1,0,0,2,14
HR_03930,Skrad,895,292,8,0,2,4,4,4,0,13,1,1,107,2,4,0,0,9,0,9,0,0,1,7,1,0,0,0,0,3,92,4,0,0,0,16
HR_03948,Skradin,4162,1307,30,0,6,5,4,80,5,140,4,7,580,0,3,1,1,31,4,31,1,2,4,17,2,1,225,2,0,7,74,2,0,0,2,36
HR_03956,Slatina,11373,2858,67,0,16,12,10,83,6,217,2,20,1080,25,47,44,1,205,2,99,19,5,13,67,5,8,122,0,4,6,485,40,4,1,5,138
HR_03964,Slavonski Brod,51233,13485,327,0,48,82,41,638,13,1231,18,129,3826,82,234,50,12,1495,6,658,101,22,82,475,24,23,130,7,10,44,2526,187,18,4,60,882
HR_03972,Slavonski Samac,1845,453,19,0,2,1,1,15,1,35,2,64,180,2,3,1,0,30,0,23,0,1,1,6,0,1,0,0,0,1,45,1,3,0,0,15
HR_03999,Slivno,1749,704,40,0,1,1,0,30,1,60,1,7,290,19,6,4,0,22,2,85,0,1,0,19,1,1,2,1,0,1,68,5,1,0,2,33
HR_HRZZSK,Slovakia,15,15,0,0,0,0,0,2,0,3,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
HR_HRZZSI,Slovenia,40,40,0,0,0,0,0,6,0,6,0,1,9,0,3,0,0,3,0,2,2,0,1,4,0,1,0,0,0,0,1,0,0,0,1,0
HR_04006,Slunj,4453,1292,62,0,8,19,4,67,4,119,6,17,489,10,12,4,0,58,2,54,2,3,2,36,2,1,65,2,0,4,132,10,1,1,2,94
HR_04022,Smokvica,798,392,3,0,2,0,1,9,0,128,0,1,95,0,3,0,0,8,0,31,4,0,1,2,0,2,0,0,0,0,97,2,0,0,0,3
HR_04057,Sokolovac,2661,740,25,0,6,6,3,9,4,30,0,13,279,17,5,6,2,29,0,13,2,4,1,21,2,3,23,0,1,0,159,6,3,0,3,65
HR_04065,Solin,21009,5370,161,0,13,21,14,488,5,563,10,56,1461,42,50,26,5,465,8,507,47,2,154,266,9,7,12,1,7,18,594,60,3,3,14,278
HR_04073,Sopje,1855,712,24,0,6,3,1,14,1,22,0,8,416,1,11,4,1,23,1,14,0,1,0,17,0,0,14,2,0,3,75,2,1,0,8,39
HR_04090,Split,149711,42011,1015,0,110,171,121,3140,19,3396,42,245,7722,527,658,210,15,4010,24,3223,847,69,2094,1854,55,99,358,18,24,142,9166,749,28,4,154,1702
HR_04103,Sracinec,4127,1242,38,0,5,2,10,9,0,34,2,4,88,335,23,4,0,64,0,18,4,303,11,34,5,1,2,0,2,1,142,10,0,0,1,90
HR_HRZZRS,Serbia,1994,1994,12,0,8,18,0,6,49,13,0,14,183,1,4,1,0,6,1,17,5,3,3,17,2,5,1557,1,0,0,42,5,0,1,2,18
HR_04111,Stankovci,1784,410,17,0,9,2,1,25,2,42,1,4,165,7,3,4,0,23,0,33,0,0,0,4,0,0,3,2,0,2,33,8,1,0,1,18
HR_04120,Stara Gradiska,1114,380,13,0,6,3,2,13,2,20,1,9,124,5,6,0,2,10,0,12,0,2,0,11,0,1,42,0,0,1,71,2,0,0,1,21
HR_04138,Stari Grad,2745,801,28,0,1,6,2,26,0,44,0,7,275,2,28,1,0,43,2,38,14,1,10,29,1,1,5,0,1,1,188,10,0,0,2,35
